segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_マイル,taikei_dou,211,68,80.5,66.2,0.381
COURSE_27,04_芝_マイル,taikei_dou,22,67,40.7,101.0,0.379
COURSE_27,04_芝_マイル,taikei_dou,221,96,64.4,86.9,0.44
COURSE_27,04_芝_マイル,taikei_dou,222,1394,71.1,80.2,0.881
COURSE_27,04_芝_マイル,taikei_dou,223,98,20.4,37.0,0.444
COURSE_27,04_芝_マイル,taikei_dou,232,752,77.7,88.3,0.808
COURSE_27,04_芝_マイル,taikei_dou,233,688,68.1,74.5,0.795
COURSE_27,04_芝_マイル,taikei_dou,32,56,38.2,50.3,0.35
COURSE_27,04_芝_マイル,taikei_dou,322,96,175.2,62.4,0.44
COURSE_27,04_芝_マイル,taikei_dou,323,201,117.6,77.3,0.578
COURSE_27,04_芝_マイル,taikei_dou,33,186,24.1,49.3,0.563
COURSE_27,04_芝_マイル,taikei_dou,332,132,88.9,70.2,0.498
COURSE_27,04_芝_マイル,taikei_dou,333,643,31.6,50.2,0.785
