segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_マイル,umaban,01,399,79.6,77.4,0.707
COURSE_27,04_芝_マイル,umaban,02,398,68.8,61.2,0.706
COURSE_27,04_芝_マイル,umaban,03,397,69.7,64.0,0.706
COURSE_27,04_芝_マイル,umaban,04,400,61.8,68.4,0.707
COURSE_27,04_芝_マイル,umaban,05,403,95.9,90.6,0.708
COURSE_27,04_芝_マイル,umaban,06,401,65.7,66.8,0.708
COURSE_27,04_芝_マイル,umaban,07,399,53.0,70.2,0.707
COURSE_27,04_芝_マイル,umaban,08,394,97.4,75.6,0.704
COURSE_27,04_芝_マイル,umaban,09,391,44.6,70.7,0.703
COURSE_27,04_芝_マイル,umaban,10,381,63.6,76.4,0.698
COURSE_27,04_芝_マイル,umaban,11,375,33.6,78.7,0.696
COURSE_27,04_芝_マイル,umaban,12,353,72.2,65.9,0.685
COURSE_27,04_芝_マイル,umaban,13,337,104.7,91.5,0.676
COURSE_27,04_芝_マイル,umaban,14,308,61.3,68.7,0.66
COURSE_27,04_芝_マイル,umaban,15,282,131.4,63.8,0.643
COURSE_27,04_芝_マイル,umaban,16,248,66.3,105.1,0.619
COURSE_27,04_芝_マイル,umaban,17,192,78.6,75.9,0.569
COURSE_27,04_芝_マイル,umaban,18,161,114.5,99.4,0.536
