segment,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,prev1_chakujun,1.0,6069,71.5,70.7,0.969
COURSE_27,prev1_chakujun,10.0,4023,95.3,87.0,0.954
COURSE_27,prev1_chakujun,11.0,3314,93.4,94.8,0.945
COURSE_27,prev1_chakujun,12.0,2893,68.2,75.1,0.937
COURSE_27,prev1_chakujun,13.0,2415,85.3,71.4,0.926
COURSE_27,prev1_chakujun,14.0,1978,89.3,78.9,0.912
COURSE_27,prev1_chakujun,15.0,1458,73.8,62.6,0.886
COURSE_27,prev1_chakujun,16.0,1037,117.4,71.1,0.849
COURSE_27,prev1_chakujun,17.0,243,185.2,147.6,0.615
COURSE_27,prev1_chakujun,18.0,178,81.3,78.4,0.555
COURSE_27,prev1_chakujun,2.0,7086,67.0,75.5,0.973
COURSE_27,prev1_chakujun,3.0,7287,75.1,81.5,0.974
COURSE_27,prev1_chakujun,4.0,7224,77.8,78.7,0.973
COURSE_27,prev1_chakujun,5.0,7192,77.7,81.1,0.973
COURSE_27,prev1_chakujun,6.0,6333,89.2,79.9,0.97
COURSE_27,prev1_chakujun,7.0,5732,88.7,81.4,0.967
COURSE_27,prev1_chakujun,8.0,5332,80.5,76.2,0.964
COURSE_27,prev1_chakujun,9.0,4711,81.6,84.4,0.96
