segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_短距離,tozai_shozoku_code,1,2077,57.1,74.5,0.916
COURSE_27,02_芝_短距離,tozai_shozoku_code,2,1913,70.2,83.7,0.909
