segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_マイル,prev1_corner4,00,39,7.2,9.1,0.298
COURSE_27,04_芝_マイル,prev1_corner4,01,369,54.2,70.3,0.693
COURSE_27,04_芝_マイル,prev1_corner4,02,446,67.1,68.1,0.726
COURSE_27,04_芝_マイル,prev1_corner4,03,393,39.2,66.7,0.704
COURSE_27,04_芝_マイル,prev1_corner4,04,354,99.4,92.6,0.685
COURSE_27,04_芝_マイル,prev1_corner4,05,344,91.2,84.2,0.68
COURSE_27,04_芝_マイル,prev1_corner4,06,317,104.8,104.1,0.665
COURSE_27,04_芝_マイル,prev1_corner4,07,341,78.0,90.2,0.678
COURSE_27,04_芝_マイル,prev1_corner4,08,320,142.3,74.7,0.667
COURSE_27,04_芝_マイル,prev1_corner4,09,308,71.5,110.6,0.66
COURSE_27,04_芝_マイル,prev1_corner4,10,270,54.7,79.4,0.635
COURSE_27,04_芝_マイル,prev1_corner4,11,251,73.4,61.7,0.621
COURSE_27,04_芝_マイル,prev1_corner4,12,233,28.2,55.6,0.607
COURSE_27,04_芝_マイル,prev1_corner4,13,188,48.8,74.3,0.565
COURSE_27,04_芝_マイル,prev1_corner4,14,126,51.7,47.3,0.489
COURSE_27,04_芝_マイル,prev1_corner4,15,155,17.7,47.9,0.528
COURSE_27,04_芝_マイル,prev1_corner4,16,101,18.5,50.6,0.449
COURSE_27,04_芝_マイル,prev1_corner4,17,50,51.5,40.9,0.333
