segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_短距離,umaban,01,313,37.9,65.0,0.663
COURSE_27,02_芝_短距離,umaban,02,312,51.2,74.7,0.662
COURSE_27,02_芝_短距離,umaban,03,308,37.0,65.1,0.66
COURSE_27,02_芝_短距離,umaban,04,311,67.1,64.9,0.661
COURSE_27,02_芝_短距離,umaban,05,308,75.5,87.5,0.66
COURSE_27,02_芝_短距離,umaban,06,307,114.4,92.2,0.659
COURSE_27,02_芝_短距離,umaban,07,303,58.4,79.0,0.657
COURSE_27,02_芝_短距離,umaban,08,288,103.0,95.9,0.647
COURSE_27,02_芝_短距離,umaban,09,280,55.9,76.6,0.642
COURSE_27,02_芝_短距離,umaban,10,252,40.2,75.8,0.622
COURSE_27,02_芝_短距離,umaban,11,232,69.9,98.5,0.606
COURSE_27,02_芝_短距離,umaban,12,206,37.1,50.8,0.583
COURSE_27,02_芝_短距離,umaban,13,182,51.8,97.7,0.559
COURSE_27,02_芝_短距離,umaban,14,155,43.8,104.3,0.528
COURSE_27,02_芝_短距離,umaban,15,136,142.7,101.9,0.504
COURSE_27,02_芝_短距離,umaban,16,115,22.3,27.8,0.473
