segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_マイル,taikei_dou,111,31,9.4,59.4,0.268
COURSE_27,05_ダ_マイル,taikei_dou,221,38,19.5,9.3,0.295
COURSE_27,05_ダ_マイル,taikei_dou,222,835,125.7,88.8,0.822
COURSE_27,05_ダ_マイル,taikei_dou,223,294,29.6,64.2,0.651
COURSE_27,05_ダ_マイル,taikei_dou,232,445,62.5,80.7,0.726
COURSE_27,05_ダ_マイル,taikei_dou,233,734,103.6,80.1,0.805
COURSE_27,05_ダ_マイル,taikei_dou,322,130,33.9,60.4,0.495
COURSE_27,05_ダ_マイル,taikei_dou,323,360,35.2,60.1,0.688
COURSE_27,05_ダ_マイル,taikei_dou,332,63,56.2,45.1,0.369
COURSE_27,05_ダ_マイル,taikei_dou,333,530,64.3,77.1,0.755
