segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_マイル,umaban,01,255,10.7,59.0,0.624
COURSE_27,05_ダ_マイル,umaban,02,256,32.1,75.0,0.625
COURSE_27,05_ダ_マイル,umaban,03,256,202.8,113.3,0.625
COURSE_27,05_ダ_マイル,umaban,04,255,16.8,46.3,0.624
COURSE_27,05_ダ_マイル,umaban,05,256,31.3,63.8,0.625
COURSE_27,05_ダ_マイル,umaban,06,256,74.1,65.0,0.625
COURSE_27,05_ダ_マイル,umaban,07,256,110.4,103.8,0.625
COURSE_27,05_ダ_マイル,umaban,08,255,83.5,54.5,0.624
COURSE_27,05_ダ_マイル,umaban,09,253,94.0,96.9,0.622
COURSE_27,05_ダ_マイル,umaban,10,253,92.2,66.1,0.622
COURSE_27,05_ダ_マイル,umaban,11,250,34.1,69.5,0.62
COURSE_27,05_ダ_マイル,umaban,12,246,33.3,48.9,0.617
COURSE_27,05_ダ_マイル,umaban,13,243,174.2,86.8,0.615
COURSE_27,05_ダ_マイル,umaban,14,238,61.9,61.3,0.611
COURSE_27,05_ダ_マイル,umaban,15,218,102.5,95.1,0.594
COURSE_27,05_ダ_マイル,umaban,16,202,27.2,67.8,0.579
