segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_中距離,prev2_chakujun,1.0,132,33.0,71.7,0.498
COURSE_27,02_芝_中距離,prev2_chakujun,10.0,146,45.4,82.4,0.517
COURSE_27,02_芝_中距離,prev2_chakujun,11.0,131,213.6,113.1,0.497
COURSE_27,02_芝_中距離,prev2_chakujun,12.0,110,0.0,44.9,0.464
COURSE_27,02_芝_中距離,prev2_chakujun,13.0,84,89.5,55.2,0.417
COURSE_27,02_芝_中距離,prev2_chakujun,14.0,71,113.2,75.5,0.388
COURSE_27,02_芝_中距離,prev2_chakujun,15.0,44,0.0,44.5,0.315
COURSE_27,02_芝_中距離,prev2_chakujun,16.0,37,0.0,21.5,0.291
COURSE_27,02_芝_中距離,prev2_chakujun,2.0,201,69.6,63.3,0.578
COURSE_27,02_芝_中距離,prev2_chakujun,3.0,231,73.1,68.1,0.605
COURSE_27,02_芝_中距離,prev2_chakujun,4.0,258,88.2,75.9,0.626
COURSE_27,02_芝_中距離,prev2_chakujun,5.0,238,101.6,65.7,0.611
COURSE_27,02_芝_中距離,prev2_chakujun,6.0,230,124.7,89.3,0.604
COURSE_27,02_芝_中距離,prev2_chakujun,7.0,244,109.1,79.4,0.616
COURSE_27,02_芝_中距離,prev2_chakujun,8.0,205,63.7,108.5,0.582
COURSE_27,02_芝_中距離,prev2_chakujun,9.0,185,51.8,50.2,0.562
