segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_マイル,bamei_hahachichi,アグネスタキオン,99,157.3,71.4,0.445
COURSE_27,05_ダ_マイル,bamei_hahachichi,アドマイヤベガ,30,0.0,29.6,0.264
COURSE_27,05_ダ_マイル,bamei_hahachichi,アフリート,80,87.6,126.4,0.408
COURSE_27,05_ダ_マイル,bamei_hahachichi,エルコンドルパサー,37,10.6,37.1,0.291
COURSE_27,05_ダ_マイル,bamei_hahachichi,エンドスウィープ,35,20.0,36.9,0.284
COURSE_27,05_ダ_マイル,bamei_hahachichi,キングカメハメハ,54,87.1,113.2,0.345
COURSE_27,05_ダ_マイル,bamei_hahachichi,クロフネ,74,42.3,150.9,0.395
COURSE_27,05_ダ_マイル,bamei_hahachichi,グラスワンダー,33,0.0,25.8,0.276
COURSE_27,05_ダ_マイル,bamei_hahachichi,コマンダーインチーフ,36,13.9,37.1,0.287
COURSE_27,05_ダ_マイル,bamei_hahachichi,サクラバクシンオー,38,92.5,35.1,0.295
COURSE_27,05_ダ_マイル,bamei_hahachichi,サンデーサイレンス,239,39.1,65.7,0.612
COURSE_27,05_ダ_マイル,bamei_hahachichi,シンボリクリスエス,87,40.9,59.1,0.423
COURSE_27,05_ダ_マイル,bamei_hahachichi,シーキングザゴールド,31,70.0,53.3,0.268
COURSE_27,05_ダ_マイル,bamei_hahachichi,ジェイドロバリー,33,49.0,13.5,0.276
COURSE_27,05_ダ_マイル,bamei_hahachichi,ジャイアンツコーズウェイ,31,23.6,94.1,0.268
COURSE_27,05_ダ_マイル,bamei_hahachichi,スペシャルウィーク,62,27.3,36.7,0.366
COURSE_27,05_ダ_マイル,bamei_hahachichi,タイキシャトル,42,76.3,98.3,0.308
COURSE_27,05_ダ_マイル,bamei_hahachichi,ダンスインザダーク,91,21.9,116.2,0.431
COURSE_27,05_ダ_マイル,bamei_hahachichi,ティンバーカントリー,36,27.4,70.6,0.287
COURSE_27,05_ダ_マイル,bamei_hahachichi,トニービン,40,2.6,37.7,0.302
COURSE_27,05_ダ_マイル,bamei_hahachichi,ネオユニヴァース,36,7.6,39.1,0.287
COURSE_27,05_ダ_マイル,bamei_hahachichi,フォーティナイナー,60,20.5,51.8,0.361
COURSE_27,05_ダ_マイル,bamei_hahachichi,フサイチペガサス,30,104.4,139.8,0.264
COURSE_27,05_ダ_マイル,bamei_hahachichi,フジキセキ,120,64.0,61.9,0.48
COURSE_27,05_ダ_マイル,bamei_hahachichi,フレンチデピュティ,97,29.8,124.7,0.442
COURSE_27,05_ダ_マイル,bamei_hahachichi,ブライアンズタイム,154,148.8,117.2,0.527
COURSE_27,05_ダ_マイル,bamei_hahachichi,ホワイトマズル,37,613.9,120.7,0.291
COURSE_27,05_ダ_マイル,bamei_hahachichi,マンハッタンカフェ,39,0.0,11.2,0.298
