segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_ダ,sogo_shisu,10.1,57,0.0,62.5,0.353
SURFACE_2_ダ,sogo_shisu,10.2,133,25.4,24.0,0.5
SURFACE_2_ダ,sogo_shisu,10.3,49,98.0,78.4,0.33
SURFACE_2_ダ,sogo_shisu,10.4,111,73.7,50.1,0.466
SURFACE_2_ダ,sogo_shisu,10.5,32,43.1,10.3,0.272
SURFACE_2_ダ,sogo_shisu,10.6,40,0.0,42.9,0.302
SURFACE_2_ダ,sogo_shisu,10.7,39,0.0,26.3,0.298
SURFACE_2_ダ,sogo_shisu,11.2,32,73.1,52.4,0.272
SURFACE_2_ダ,sogo_shisu,11.4,31,0.0,305.2,0.268
SURFACE_2_ダ,sogo_shisu,12.2,39,0.0,63.2,0.298
SURFACE_2_ダ,sogo_shisu,12.4,33,5.2,48.8,0.276
SURFACE_2_ダ,sogo_shisu,13.2,34,0.0,20.8,0.28
SURFACE_2_ダ,sogo_shisu,14.2,38,0.0,0.0,0.295
SURFACE_2_ダ,sogo_shisu,15.2,41,25.5,82.8,0.305
SURFACE_2_ダ,sogo_shisu,15.4,35,58.0,77.5,0.284
SURFACE_2_ダ,sogo_shisu,18.2,40,30.2,215.8,0.302
SURFACE_2_ダ,sogo_shisu,18.4,41,161.8,82.6,0.305
SURFACE_2_ダ,sogo_shisu,19.2,47,21.2,87.3,0.324
SURFACE_2_ダ,sogo_shisu,19.4,40,100.6,55.6,0.302
SURFACE_2_ダ,sogo_shisu,20.2,66,0.0,102.4,0.376
SURFACE_2_ダ,sogo_shisu,20.4,55,24.6,17.6,0.348
SURFACE_2_ダ,sogo_shisu,20.6,35,118.4,38.3,0.284
SURFACE_2_ダ,sogo_shisu,21.2,54,83.4,74.5,0.345
SURFACE_2_ダ,sogo_shisu,21.4,46,0.0,117.4,0.321
SURFACE_2_ダ,sogo_shisu,22.2,58,20.8,90.9,0.356
SURFACE_2_ダ,sogo_shisu,22.4,60,21.6,108.9,0.361
SURFACE_2_ダ,sogo_shisu,22.5,30,103.1,121.3,0.264
SURFACE_2_ダ,sogo_shisu,23.1,30,0.0,72.8,0.264
SURFACE_2_ダ,sogo_shisu,23.2,63,7.7,44.8,0.369
SURFACE_2_ダ,sogo_shisu,23.3,40,93.0,21.9,0.302
SURFACE_2_ダ,sogo_shisu,23.4,63,87.4,68.2,0.369
SURFACE_2_ダ,sogo_shisu,23.6,39,271.8,122.2,0.298
SURFACE_2_ダ,sogo_shisu,24.1,32,0.0,94.3,0.272
SURFACE_2_ダ,sogo_shisu,24.2,96,24.5,28.6,0.44
SURFACE_2_ダ,sogo_shisu,24.3,35,33.1,68.1,0.284
SURFACE_2_ダ,sogo_shisu,24.4,85,121.0,132.1,0.419
SURFACE_2_ダ,sogo_shisu,24.6,40,122.3,39.7,0.302
SURFACE_2_ダ,sogo_shisu,25.1,39,205.9,42.3,0.298
SURFACE_2_ダ,sogo_shisu,25.2,89,150.0,87.0,0.427
SURFACE_2_ダ,sogo_shisu,25.3,45,536.3,108.3,0.318
SURFACE_2_ダ,sogo_shisu,25.4,91,12.5,103.1,0.431
SURFACE_2_ダ,sogo_shisu,25.5,34,6.5,28.0,0.28
SURFACE_2_ダ,sogo_shisu,25.6,56,17.1,90.4,0.35
SURFACE_2_ダ,sogo_shisu,26.1,30,34.0,124.6,0.264
SURFACE_2_ダ,sogo_shisu,26.2,72,59.4,100.4,0.391
SURFACE_2_ダ,sogo_shisu,26.3,38,27.0,37.9,0.295
SURFACE_2_ダ,sogo_shisu,26.4,89,31.8,67.0,0.427
SURFACE_2_ダ,sogo_shisu,26.5,35,68.4,74.0,0.284
