segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_中距離,prev1_chakujun,1.0,511,54.7,58.1,0.749
COURSE_27,04_ダ_中距離,prev1_chakujun,10.0,490,56.5,67.9,0.742
COURSE_27,04_ダ_中距離,prev1_chakujun,11.0,438,108.8,94.6,0.723
COURSE_27,04_ダ_中距離,prev1_chakujun,12.0,405,40.5,47.1,0.709
COURSE_27,04_ダ_中距離,prev1_chakujun,13.0,332,50.5,83.2,0.673
COURSE_27,04_ダ_中距離,prev1_chakujun,14.0,296,35.7,62.1,0.652
COURSE_27,04_ダ_中距離,prev1_chakujun,15.0,212,195.7,63.4,0.589
COURSE_27,04_ダ_中距離,prev1_chakujun,16.0,126,29.1,56.6,0.489
COURSE_27,04_ダ_中距離,prev1_chakujun,2.0,646,81.0,74.9,0.786
COURSE_27,04_ダ_中距離,prev1_chakujun,3.0,626,74.8,92.0,0.781
COURSE_27,04_ダ_中距離,prev1_chakujun,4.0,635,77.7,77.6,0.783
COURSE_27,04_ダ_中距離,prev1_chakujun,5.0,654,78.9,90.7,0.788
COURSE_27,04_ダ_中距離,prev1_chakujun,6.0,611,99.2,83.2,0.777
COURSE_27,04_ダ_中距離,prev1_chakujun,7.0,599,22.4,58.8,0.774
COURSE_27,04_ダ_中距離,prev1_chakujun,8.0,572,51.5,82.7,0.767
COURSE_27,04_ダ_中距離,prev1_chakujun,9.0,526,75.6,101.3,0.754
