segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_短距離,umaban,01,367,73.0,83.9,0.692
COURSE_27,03_芝_短距離,umaban,02,366,76.2,92.7,0.691
COURSE_27,03_芝_短距離,umaban,03,366,81.2,70.1,0.691
COURSE_27,03_芝_短距離,umaban,04,366,92.1,91.5,0.691
COURSE_27,03_芝_短距離,umaban,05,367,80.3,62.4,0.692
COURSE_27,03_芝_短距離,umaban,06,365,92.3,74.7,0.691
COURSE_27,03_芝_短距離,umaban,07,367,107.0,88.1,0.692
COURSE_27,03_芝_短距離,umaban,08,367,32.9,54.0,0.692
COURSE_27,03_芝_短距離,umaban,09,363,54.3,85.0,0.69
COURSE_27,03_芝_短距離,umaban,10,352,43.2,70.2,0.684
COURSE_27,03_芝_短距離,umaban,11,348,47.9,71.4,0.682
COURSE_27,03_芝_短距離,umaban,12,326,34.1,59.5,0.67
COURSE_27,03_芝_短距離,umaban,13,320,50.1,79.2,0.667
COURSE_27,03_芝_短距離,umaban,14,300,52.8,65.2,0.655
COURSE_27,03_芝_短距離,umaban,15,279,81.1,90.4,0.641
COURSE_27,03_芝_短距離,umaban,16,246,13.5,73.7,0.617
