segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_短距離,taikei_dou,211,36,45.6,40.2,0.287
COURSE_27,03_芝_短距離,taikei_dou,22,30,23.0,87.9,0.264
COURSE_27,03_芝_短距離,taikei_dou,221,79,96.7,45.5,0.406
COURSE_27,03_芝_短距離,taikei_dou,222,1158,93.8,82.6,0.862
COURSE_27,03_芝_短距離,taikei_dou,223,88,47.7,36.1,0.425
COURSE_27,03_芝_短距離,taikei_dou,232,822,59.1,81.6,0.82
COURSE_27,03_芝_短距離,taikei_dou,233,1113,57.7,72.5,0.858
COURSE_27,03_芝_短距離,taikei_dou,322,98,34.8,244.7,0.444
COURSE_27,03_芝_短距離,taikei_dou,323,210,41.8,49.4,0.587
COURSE_27,03_芝_短距離,taikei_dou,33,89,87.2,92.0,0.427
COURSE_27,03_芝_短距離,taikei_dou,332,116,86.2,78.0,0.474
COURSE_27,03_芝_短距離,taikei_dou,333,691,50.1,71.7,0.796
