segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_ダ_長距離,tozai_shozoku_code,1,132,80.6,67.7,0.498
COURSE_27,01_ダ_長距離,tozai_shozoku_code,2,136,44.4,88.2,0.504
