segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_中距離,bamei_chichi,アイルハヴアナザー,123,88.8,92.0,0.485
COURSE_27,04_ダ_中距離,bamei_chichi,アグネスデジタル,36,14.0,22.8,0.287
COURSE_27,04_ダ_中距離,bamei_chichi,アジアエクスプレス,60,100.1,71.0,0.361
COURSE_27,04_ダ_中距離,bamei_chichi,アドマイヤムーン,30,1.9,17.9,0.264
COURSE_27,04_ダ_中距離,bamei_chichi,エイシンフラッシュ,68,57.8,124.8,0.381
COURSE_27,04_ダ_中距離,bamei_chichi,エスケンデレヤ,53,45.0,97.1,0.342
COURSE_27,04_ダ_中距離,bamei_chichi,エスポワールシチー,55,87.5,81.3,0.348
COURSE_27,04_ダ_中距離,bamei_chichi,エピファネイア,64,119.4,41.6,0.371
COURSE_27,04_ダ_中距離,bamei_chichi,エンパイアメーカー,89,75.0,53.8,0.427
COURSE_27,04_ダ_中距離,bamei_chichi,オルフェーヴル,141,79.3,74.5,0.511
COURSE_27,04_ダ_中距離,bamei_chichi,カジノドライヴ,58,30.3,72.9,0.356
COURSE_27,04_ダ_中距離,bamei_chichi,カネヒキリ,67,12.3,84.8,0.379
COURSE_27,04_ダ_中距離,bamei_chichi,キズナ,113,88.1,73.1,0.469
COURSE_27,04_ダ_中距離,bamei_chichi,キングカメハメハ,170,92.7,71.9,0.546
COURSE_27,04_ダ_中距離,bamei_chichi,キンシャサノキセキ,92,62.6,94.6,0.432
COURSE_27,04_ダ_中距離,bamei_chichi,クリエイター,34,0.0,117.3,0.28
COURSE_27,04_ダ_中距離,bamei_chichi,クロフネ,138,47.2,60.3,0.506
COURSE_27,04_ダ_中距離,bamei_chichi,コパノリッキー,60,50.2,57.9,0.361
COURSE_27,04_ダ_中距離,bamei_chichi,ゴールドアリュール,170,45.3,88.2,0.546
COURSE_27,04_ダ_中距離,bamei_chichi,ゴールドシップ,57,33.8,52.0,0.353
COURSE_27,04_ダ_中距離,bamei_chichi,サウスヴィグラス,39,6.2,15.9,0.298
COURSE_27,04_ダ_中距離,bamei_chichi,サトノアラジン,38,26.7,76.2,0.295
COURSE_27,04_ダ_中距離,bamei_chichi,サトノダイヤモンド,31,88.3,124.1,0.268
COURSE_27,04_ダ_中距離,bamei_chichi,サムライハート,32,12.5,22.8,0.272
COURSE_27,04_ダ_中距離,bamei_chichi,シニスターミニスター,174,83.8,72.6,0.551
