segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,hizume_code,01,154,201.1,90.6,0.527
SURFACE_2_芝,hizume_code,02,2625,54.0,71.6,0.932
SURFACE_2_芝,hizume_code,03,3829,67.7,73.3,0.952
SURFACE_2_芝,hizume_code,04,704,134.7,102.8,0.799
SURFACE_2_芝,hizume_code,06,157,32.3,38.0,0.531
SURFACE_2_芝,hizume_code,07,152,24.6,76.0,0.525
SURFACE_2_芝,hizume_code,08,38,227.2,107.4,0.295
SURFACE_2_芝,hizume_code,09,172,56.4,67.8,0.548
SURFACE_2_芝,hizume_code,10,5177,78.3,74.7,0.963
SURFACE_2_芝,hizume_code,11,3288,70.1,72.7,0.944
SURFACE_2_芝,hizume_code,12,414,74.8,86.6,0.713
SURFACE_2_芝,hizume_code,17,114,19.2,96.8,0.471
SURFACE_2_芝,hizume_code,18,1763,80.1,87.6,0.903
SURFACE_2_芝,hizume_code,19,1744,54.7,74.7,0.902
SURFACE_2_芝,hizume_code,20,224,70.3,99.8,0.599
SURFACE_2_芝,hizume_code,21,340,100.5,88.0,0.678
SURFACE_2_芝,hizume_code,22,6816,94.2,85.3,0.972
SURFACE_2_芝,hizume_code,23,8567,86.5,79.7,0.977
SURFACE_2_芝,hizume_code,24,1396,82.9,80.9,0.882
