segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_芝_長距離,bamei_chichi,エピファネイア,35,92.3,57.8,0.284
COURSE_27,04_芝_長距離,bamei_chichi,オルフェーヴル,49,32.9,30.5,0.33
COURSE_27,04_芝_長距離,bamei_chichi,キズナ,43,19.6,137.6,0.312
COURSE_27,04_芝_長距離,bamei_chichi,キングカメハメハ,45,28.7,19.5,0.318
COURSE_27,04_芝_長距離,bamei_chichi,ゴールドシップ,86,143.2,84.9,0.421
COURSE_27,04_芝_長距離,bamei_chichi,ジャングルポケット,35,70.1,254.5,0.284
COURSE_27,04_芝_長距離,bamei_chichi,ステイゴールド,51,84.3,63.3,0.336
COURSE_27,04_芝_長距離,bamei_chichi,ディープインパクト,129,42.9,108.6,0.494
COURSE_27,04_芝_長距離,bamei_chichi,ドゥラメンテ,43,63.1,71.6,0.312
COURSE_27,04_芝_長距離,bamei_chichi,ハーツクライ,98,21.1,45.9,0.444
COURSE_27,04_芝_長距離,bamei_chichi,ハービンジャー,99,117.4,71.2,0.445
COURSE_27,04_芝_長距離,bamei_chichi,ルーラーシップ,70,69.5,67.4,0.386
COURSE_27,04_芝_長距離,bamei_chichi,ヴィクトワールピサ,33,237.8,133.8,0.276
