segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_長距離,chokyoshi_rank,B,31,65.2,202.5,0.268
COURSE_27,02_ダ_長距離,chokyoshi_rank,S,34,107.8,149.8,0.28
