segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_ダ_短距離,prev1_corner4,00,53,30.7,45.7,0.342
COURSE_27,03_ダ_短距離,prev1_corner4,01,427,81.0,90.9,0.719
COURSE_27,03_ダ_短距離,prev1_corner4,02,458,128.8,91.7,0.731
COURSE_27,03_ダ_短距離,prev1_corner4,03,296,44.9,65.7,0.652
COURSE_27,03_ダ_短距離,prev1_corner4,04,310,107.8,80.1,0.661
COURSE_27,03_ダ_短距離,prev1_corner4,05,259,89.6,94.3,0.627
COURSE_27,03_ダ_短距離,prev1_corner4,06,225,51.2,68.7,0.6
COURSE_27,03_ダ_短距離,prev1_corner4,07,222,37.4,76.5,0.597
COURSE_27,03_ダ_短距離,prev1_corner4,08,219,31.3,58.5,0.595
COURSE_27,03_ダ_短距離,prev1_corner4,09,168,48.4,87.7,0.544
COURSE_27,03_ダ_短距離,prev1_corner4,10,165,17.5,75.4,0.54
COURSE_27,03_ダ_短距離,prev1_corner4,11,181,21.0,35.1,0.558
COURSE_27,03_ダ_短距離,prev1_corner4,12,130,22.7,26.0,0.495
COURSE_27,03_ダ_短距離,prev1_corner4,13,120,23.5,20.3,0.48
COURSE_27,03_ダ_短距離,prev1_corner4,14,103,64.6,25.0,0.453
COURSE_27,03_ダ_短距離,prev1_corner4,15,76,11.8,110.8,0.4
COURSE_27,03_ダ_短距離,prev1_corner4,16,60,50.5,69.9,0.361
