segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_中距離,prev1_corner4,01,269,67.2,70.9,0.634
COURSE_27,02_ダ_中距離,prev1_corner4,02,344,82.1,70.3,0.68
COURSE_27,02_ダ_中距離,prev1_corner4,03,286,84.8,78.9,0.646
COURSE_27,02_ダ_中距離,prev1_corner4,04,281,77.2,70.8,0.642
COURSE_27,02_ダ_中距離,prev1_corner4,05,216,68.8,72.1,0.592
COURSE_27,02_ダ_中距離,prev1_corner4,06,262,92.3,94.9,0.629
COURSE_27,02_ダ_中距離,prev1_corner4,07,228,61.2,107.9,0.603
COURSE_27,02_ダ_中距離,prev1_corner4,08,220,35.7,117.1,0.596
COURSE_27,02_ダ_中距離,prev1_corner4,09,200,118.8,92.2,0.577
COURSE_27,02_ダ_中距離,prev1_corner4,10,192,105.4,70.3,0.569
COURSE_27,02_ダ_中距離,prev1_corner4,11,171,39.0,64.6,0.547
COURSE_27,02_ダ_中距離,prev1_corner4,12,144,112.4,52.6,0.514
COURSE_27,02_ダ_中距離,prev1_corner4,13,118,193.3,80.2,0.477
COURSE_27,02_ダ_中距離,prev1_corner4,14,96,90.2,72.8,0.44
COURSE_27,02_ダ_中距離,prev1_corner4,15,61,46.6,61.5,0.364
COURSE_27,02_ダ_中距離,prev1_corner4,16,40,21.4,28.5,0.302
