segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_芝_短距離,bamei_chichi,アドマイヤムーン,60,18.9,66.9,0.361
COURSE_27,01_芝_短距離,bamei_chichi,イスラボニータ,32,54.2,37.0,0.272
COURSE_27,01_芝_短距離,bamei_chichi,エイシンフラッシュ,37,53.0,80.0,0.291
COURSE_27,01_芝_短距離,bamei_chichi,キズナ,40,63.0,38.3,0.302
COURSE_27,01_芝_短距離,bamei_chichi,キンシャサノキセキ,108,53.4,63.2,0.461
COURSE_27,01_芝_短距離,bamei_chichi,シルバーステート,32,21.7,46.8,0.272
COURSE_27,01_芝_短距離,bamei_chichi,スクリーンヒーロー,46,109.7,59.0,0.321
COURSE_27,01_芝_短距離,bamei_chichi,タイキシャトル,30,58.4,70.9,0.264
COURSE_27,01_芝_短距離,bamei_chichi,ダイワメジャー,122,86.4,74.3,0.483
COURSE_27,01_芝_短距離,bamei_chichi,ディープインパクト,69,16.4,58.2,0.384
COURSE_27,01_芝_短距離,bamei_chichi,ディープブリランテ,42,32.0,130.5,0.308
COURSE_27,01_芝_短距離,bamei_chichi,ハーツクライ,51,9.7,153.5,0.336
COURSE_27,01_芝_短距離,bamei_chichi,ハービンジャー,36,17.4,21.3,0.287
COURSE_27,01_芝_短距離,bamei_chichi,ビッグアーサー,51,50.3,48.4,0.336
COURSE_27,01_芝_短距離,bamei_chichi,マツリダゴッホ,73,195.8,62.7,0.393
COURSE_27,01_芝_短距離,bamei_chichi,ミッキーアイル,47,68.9,110.1,0.324
COURSE_27,01_芝_短距離,bamei_chichi,モーリス,49,113.6,55.3,0.33
COURSE_27,01_芝_短距離,bamei_chichi,ルーラーシップ,32,22.9,45.7,0.272
COURSE_27,01_芝_短距離,bamei_chichi,ロードカナロア,138,91.3,65.3,0.506
