segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_ダ_短距離,prev1_chakujun,1.0,201,82.5,83.0,0.578
COURSE_27,03_ダ_短距離,prev1_chakujun,10.0,254,48.3,63.3,0.623
COURSE_27,03_ダ_短距離,prev1_chakujun,11.0,209,88.4,106.8,0.586
COURSE_27,03_ダ_短距離,prev1_chakujun,12.0,206,5.8,67.9,0.583
COURSE_27,03_ダ_短距離,prev1_chakujun,13.0,199,62.9,77.3,0.576
COURSE_27,03_ダ_短距離,prev1_chakujun,14.0,175,61.1,46.5,0.552
COURSE_27,03_ダ_短距離,prev1_chakujun,15.0,163,58.8,48.0,0.538
COURSE_27,03_ダ_短距離,prev1_chakujun,16.0,124,26.4,19.3,0.486
COURSE_27,03_ダ_短距離,prev1_chakujun,2.0,225,72.8,91.5,0.6
COURSE_27,03_ダ_短距離,prev1_chakujun,3.0,256,60.4,75.6,0.625
COURSE_27,03_ダ_短距離,prev1_chakujun,4.0,269,72.2,89.4,0.634
COURSE_27,03_ダ_短距離,prev1_chakujun,5.0,260,77.5,85.8,0.628
COURSE_27,03_ダ_短距離,prev1_chakujun,6.0,232,54.2,56.5,0.606
COURSE_27,03_ダ_短距離,prev1_chakujun,7.0,228,37.3,65.5,0.603
COURSE_27,03_ダ_短距離,prev1_chakujun,8.0,242,111.1,60.0,0.614
COURSE_27,03_ダ_短距離,prev1_chakujun,9.0,215,28.1,66.2,0.591
