segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,kishu_shisu,0.0,92,148.8,54.6,0.432
SURFACE_2_芝,kishu_shisu,0.1,1362,72.1,71.3,0.879
SURFACE_2_芝,kishu_shisu,0.2,4731,93.8,83.6,0.96
SURFACE_2_芝,kishu_shisu,0.3,2109,83.5,89.8,0.917
SURFACE_2_芝,kishu_shisu,0.4,5685,84.2,73.9,0.967
SURFACE_2_芝,kishu_shisu,0.5,1700,76.3,86.9,0.9
SURFACE_2_芝,kishu_shisu,0.6,3216,71.3,75.6,0.943
SURFACE_2_芝,kishu_shisu,0.7,2297,83.3,77.0,0.923
SURFACE_2_芝,kishu_shisu,0.8,2225,90.8,71.3,0.921
SURFACE_2_芝,kishu_shisu,0.9,2144,80.3,74.2,0.918
SURFACE_2_芝,kishu_shisu,1.0,1338,82.6,73.8,0.877
SURFACE_2_芝,kishu_shisu,1.1,1540,73.0,74.9,0.891
SURFACE_2_芝,kishu_shisu,1.2,1546,76.5,85.4,0.891
SURFACE_2_芝,kishu_shisu,1.3,883,76.9,73.9,0.83
SURFACE_2_芝,kishu_shisu,1.4,1728,76.9,83.5,0.901
SURFACE_2_芝,kishu_shisu,1.5,582,61.7,73.3,0.77
SURFACE_2_芝,kishu_shisu,1.6,2029,73.8,78.1,0.914
SURFACE_2_芝,kishu_shisu,1.7,402,72.0,74.7,0.708
SURFACE_2_芝,kishu_shisu,1.8,500,76.7,91.5,0.745
SURFACE_2_芝,kishu_shisu,1.9,857,83.8,76.9,0.826
SURFACE_2_芝,kishu_shisu,2.0,225,76.3,84.0,0.6
SURFACE_2_芝,kishu_shisu,2.1,1081,76.6,77.7,0.854
SURFACE_2_芝,kishu_shisu,2.2,262,85.3,85.7,0.629
SURFACE_2_芝,kishu_shisu,2.3,1057,76.9,76.9,0.852
SURFACE_2_芝,kishu_shisu,2.4,281,69.9,83.0,0.642
SURFACE_2_芝,kishu_shisu,2.5,256,79.8,84.2,0.625
SURFACE_2_芝,kishu_shisu,2.6,993,85.9,84.8,0.844
SURFACE_2_芝,kishu_shisu,2.7,159,70.1,79.0,0.533
SURFACE_2_芝,kishu_shisu,2.8,172,76.5,87.6,0.548
SURFACE_2_芝,kishu_shisu,2.9,242,84.8,88.5,0.614
SURFACE_2_芝,kishu_shisu,3.0,771,76.6,82.8,0.811
SURFACE_2_芝,kishu_shisu,3.1,148,74.6,83.6,0.52
SURFACE_2_芝,kishu_shisu,3.2,132,79.4,94.0,0.498
SURFACE_2_芝,kishu_shisu,3.3,88,81.7,88.8,0.425
SURFACE_2_芝,kishu_shisu,3.4,420,77.3,86.6,0.716
SURFACE_2_芝,kishu_shisu,3.8,43,52.4,87.4,0.312
