segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_芝_マイル,bamei_chichi,アドマイヤムーン,72,81.0,92.4,0.391
COURSE_27,05_芝_マイル,bamei_chichi,キングカメハメハ,75,105.3,76.1,0.397
COURSE_27,05_芝_マイル,bamei_chichi,キンシャサノキセキ,55,31.8,44.9,0.348
COURSE_27,05_芝_マイル,bamei_chichi,シンボリクリスエス,35,0.0,25.7,0.284
COURSE_27,05_芝_マイル,bamei_chichi,ジャングルポケット,40,21.5,30.0,0.302
COURSE_27,05_芝_マイル,bamei_chichi,スクリーンヒーロー,30,30.0,21.2,0.264
COURSE_27,05_芝_マイル,bamei_chichi,ステイゴールド,76,112.0,109.7,0.4
COURSE_27,05_芝_マイル,bamei_chichi,ゼンノロブロイ,54,56.6,90.2,0.345
COURSE_27,05_芝_マイル,bamei_chichi,タイキシャトル,31,14.5,105.3,0.268
COURSE_27,05_芝_マイル,bamei_chichi,タニノギムレット,34,32.9,42.4,0.28
COURSE_27,05_芝_マイル,bamei_chichi,ダイワメジャー,150,83.4,93.8,0.522
COURSE_27,05_芝_マイル,bamei_chichi,ダノンシャンティ,31,40.9,86.8,0.268
COURSE_27,05_芝_マイル,bamei_chichi,ディープインパクト,164,55.5,92.3,0.539
COURSE_27,05_芝_マイル,bamei_chichi,ディープブリランテ,39,43.8,32.9,0.298
COURSE_27,05_芝_マイル,bamei_chichi,ネオユニヴァース,46,64.1,22.8,0.321
COURSE_27,05_芝_マイル,bamei_chichi,ハーツクライ,58,30.6,56.2,0.356
COURSE_27,05_芝_マイル,bamei_chichi,ハービンジャー,47,69.7,62.1,0.324
COURSE_27,05_芝_マイル,bamei_chichi,ファルブラヴ,30,10.0,131.7,0.264
COURSE_27,05_芝_マイル,bamei_chichi,ブラックタイド,39,0.0,26.1,0.298
COURSE_27,05_芝_マイル,bamei_chichi,ベーカバド,32,21.2,66.0,0.272
COURSE_27,05_芝_マイル,bamei_chichi,マツリダゴッホ,84,174.6,72.1,0.417
COURSE_27,05_芝_マイル,bamei_chichi,マンハッタンカフェ,35,9.8,45.5,0.284
COURSE_27,05_芝_マイル,bamei_chichi,ヨハネスブルグ,31,150.0,48.4,0.268
