segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_中距離,prev1_corner4,01,430,69.7,71.6,0.72
COURSE_27,03_芝_中距離,prev1_corner4,02,535,63.9,78.6,0.756
COURSE_27,03_芝_中距離,prev1_corner4,03,455,41.3,47.7,0.729
COURSE_27,03_芝_中距離,prev1_corner4,04,354,38.1,54.2,0.685
COURSE_27,03_芝_中距離,prev1_corner4,05,366,67.8,84.1,0.691
COURSE_27,03_芝_中距離,prev1_corner4,06,321,97.9,70.2,0.667
COURSE_27,03_芝_中距離,prev1_corner4,07,335,89.6,107.9,0.675
COURSE_27,03_芝_中距離,prev1_corner4,08,334,48.1,91.4,0.675
COURSE_27,03_芝_中距離,prev1_corner4,09,321,48.9,82.0,0.667
COURSE_27,03_芝_中距離,prev1_corner4,10,280,131.4,81.1,0.642
COURSE_27,03_芝_中距離,prev1_corner4,11,255,27.2,74.2,0.624
COURSE_27,03_芝_中距離,prev1_corner4,12,213,13.9,43.0,0.589
COURSE_27,03_芝_中距離,prev1_corner4,13,184,166.9,105.0,0.561
COURSE_27,03_芝_中距離,prev1_corner4,14,160,53.5,86.2,0.535
COURSE_27,03_芝_中距離,prev1_corner4,15,117,55.8,60.4,0.476
COURSE_27,03_芝_中距離,prev1_corner4,16,81,69.0,30.5,0.41
