segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_ダ,kyusha_shisu,-0.1,35,6.2,130.3,0.284
SURFACE_2_ダ,kyusha_shisu,-0.4,46,0.0,31.6,0.321
SURFACE_2_ダ,kyusha_shisu,-0.5,45,47.9,91.0,0.318
SURFACE_2_ダ,kyusha_shisu,-0.6,35,29.2,69.7,0.284
SURFACE_2_ダ,kyusha_shisu,-0.7,45,19.6,89.0,0.318
SURFACE_2_ダ,kyusha_shisu,-0.8,51,90.1,89.1,0.336
SURFACE_2_ダ,kyusha_shisu,-1.0,77,37.7,88.9,0.402
SURFACE_2_ダ,kyusha_shisu,-1.1,53,54.1,59.9,0.342
SURFACE_2_ダ,kyusha_shisu,-1.2,30,14.0,65.5,0.264
SURFACE_2_ダ,kyusha_shisu,-1.3,43,0.0,98.7,0.312
SURFACE_2_ダ,kyusha_shisu,-1.4,83,380.2,101.9,0.415
SURFACE_2_ダ,kyusha_shisu,-1.5,56,37.8,57.3,0.35
SURFACE_2_ダ,kyusha_shisu,-1.6,98,108.9,86.0,0.444
SURFACE_2_ダ,kyusha_shisu,-1.7,126,177.7,89.0,0.489
SURFACE_2_ダ,kyusha_shisu,-1.8,62,65.6,112.2,0.366
SURFACE_2_ダ,kyusha_shisu,-1.9,112,158.6,98.6,0.468
SURFACE_2_ダ,kyusha_shisu,-10.0,1049,73.3,86.6,0.851
SURFACE_2_ダ,kyusha_shisu,-10.1,180,6.7,51.6,0.557
SURFACE_2_ダ,kyusha_shisu,-10.2,80,171.6,98.0,0.408
SURFACE_2_ダ,kyusha_shisu,-10.3,240,50.8,83.8,0.612
SURFACE_2_ダ,kyusha_shisu,-10.4,169,88.5,67.9,0.545
SURFACE_2_ダ,kyusha_shisu,-10.5,750,59.2,85.1,0.808
SURFACE_2_ダ,kyusha_shisu,-10.6,47,334.2,131.5,0.324
SURFACE_2_ダ,kyusha_shisu,-10.7,323,55.0,52.2,0.668
SURFACE_2_ダ,kyusha_shisu,-10.8,502,37.8,83.7,0.746
SURFACE_2_ダ,kyusha_shisu,-10.9,49,0.0,154.3,0.33
SURFACE_2_ダ,kyusha_shisu,-11.0,67,399.6,126.9,0.379
SURFACE_2_ダ,kyusha_shisu,-11.2,35,140.3,106.4,0.284
