segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_中距離,prev2_chakujun,1.0,331,57.4,65.2,0.673
COURSE_27,03_芝_中距離,prev2_chakujun,10.0,269,68.0,70.8,0.634
COURSE_27,03_芝_中距離,prev2_chakujun,11.0,231,81.9,60.1,0.605
COURSE_27,03_芝_中距離,prev2_chakujun,12.0,206,50.6,69.9,0.583
COURSE_27,03_芝_中距離,prev2_chakujun,13.0,158,0.0,78.1,0.532
COURSE_27,03_芝_中距離,prev2_chakujun,14.0,127,65.2,48.4,0.491
COURSE_27,03_芝_中距離,prev2_chakujun,15.0,114,29.5,40.1,0.471
COURSE_27,03_芝_中距離,prev2_chakujun,16.0,77,61.1,91.8,0.402
COURSE_27,03_芝_中距離,prev2_chakujun,2.0,348,53.2,71.5,0.682
COURSE_27,03_芝_中距離,prev2_chakujun,3.0,311,81.2,79.0,0.661
COURSE_27,03_芝_中距離,prev2_chakujun,4.0,359,80.6,66.8,0.688
COURSE_27,03_芝_中距離,prev2_chakujun,5.0,375,62.3,78.1,0.696
COURSE_27,03_芝_中距離,prev2_chakujun,6.0,364,50.7,95.3,0.69
COURSE_27,03_芝_中距離,prev2_chakujun,7.0,350,44.1,76.7,0.683
COURSE_27,03_芝_中距離,prev2_chakujun,8.0,331,26.9,65.3,0.673
COURSE_27,03_芝_中距離,prev2_chakujun,9.0,299,79.0,119.7,0.654
