segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_長距離,umaban,01,51,35.1,125.1,0.336
COURSE_27,05_ダ_長距離,umaban,02,51,27.0,47.1,0.336
COURSE_27,05_ダ_長距離,umaban,03,51,127.5,73.0,0.336
COURSE_27,05_ダ_長距離,umaban,04,51,47.0,51.0,0.336
COURSE_27,05_ダ_長距離,umaban,05,51,5.3,58.1,0.336
COURSE_27,05_ダ_長距離,umaban,06,50,21.6,57.1,0.333
COURSE_27,05_ダ_長距離,umaban,07,50,37.6,146.3,0.333
COURSE_27,05_ダ_長距離,umaban,08,48,223.9,127.5,0.327
COURSE_27,05_ダ_長距離,umaban,09,49,95.2,73.8,0.33
COURSE_27,05_ダ_長距離,umaban,10,46,0.0,104.1,0.321
COURSE_27,05_ダ_長距離,umaban,11,46,58.6,74.9,0.321
COURSE_27,05_ダ_長距離,umaban,12,44,14.1,176.0,0.315
COURSE_27,05_ダ_長距離,umaban,13,42,102.6,53.8,0.308
COURSE_27,05_ダ_長距離,umaban,14,40,39.0,18.2,0.302
COURSE_27,05_ダ_長距離,umaban,15,37,83.8,78.0,0.291
