segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_障_長距離,bamei_chichi,エイシンフラッシュ,55,49.4,44.9,0.348
COURSE_27,04_障_長距離,bamei_chichi,オルフェーヴル,31,310.9,113.4,0.268
COURSE_27,04_障_長距離,bamei_chichi,キングカメハメハ,94,162.0,79.0,0.436
COURSE_27,04_障_長距離,bamei_chichi,クロフネ,61,82.1,82.6,0.364
COURSE_27,04_障_長距離,bamei_chichi,ゴールドアリュール,30,210.8,125.0,0.264
COURSE_27,04_障_長距離,bamei_chichi,シンボリクリスエス,50,143.7,218.1,0.333
COURSE_27,04_障_長距離,bamei_chichi,ジャングルポケット,31,207.8,104.2,0.268
COURSE_27,04_障_長距離,bamei_chichi,ステイゴールド,71,86.7,104.0,0.388
COURSE_27,04_障_長距離,bamei_chichi,ゼンノロブロイ,39,35.6,99.3,0.298
COURSE_27,04_障_長距離,bamei_chichi,ダイワメジャー,69,116.4,120.2,0.384
COURSE_27,04_障_長距離,bamei_chichi,ディープインパクト,96,28.6,62.1,0.44
COURSE_27,04_障_長距離,bamei_chichi,ネオユニヴァース,43,22.9,73.6,0.312
COURSE_27,04_障_長距離,bamei_chichi,ハーツクライ,78,107.8,109.5,0.404
COURSE_27,04_障_長距離,bamei_chichi,ハービンジャー,34,82.6,85.5,0.28
COURSE_27,04_障_長距離,bamei_chichi,ブラックタイド,51,57.6,76.5,0.336
COURSE_27,04_障_長距離,bamei_chichi,マツリダゴッホ,52,7.1,45.3,0.339
COURSE_27,04_障_長距離,bamei_chichi,マンハッタンカフェ,34,30.9,71.8,0.28
COURSE_27,04_障_長距離,bamei_chichi,メイショウボーラー,30,103.1,38.9,0.264
COURSE_27,04_障_長距離,bamei_chichi,ルーラーシップ,67,76.0,79.1,0.379
COURSE_27,04_障_長距離,bamei_chichi,ロージズインメイ,32,27.0,52.4,0.272
