segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_短距離,bamei_hahachichi,アグネスタキオン,88,24.0,68.6,0.425
COURSE_27,02_芝_短距離,bamei_hahachichi,アグネスデジタル,38,0.0,27.7,0.295
COURSE_27,02_芝_短距離,bamei_hahachichi,アドマイヤムーン,40,52.4,33.3,0.302
COURSE_27,02_芝_短距離,bamei_hahachichi,エンドスウィープ,30,157.0,99.8,0.264
COURSE_27,02_芝_短距離,bamei_hahachichi,キングカメハメハ,98,97.2,94.7,0.444
COURSE_27,02_芝_短距離,bamei_hahachichi,キングヘイロー,46,6.0,116.9,0.321
COURSE_27,02_芝_短距離,bamei_hahachichi,キングマンボ,40,58.2,124.3,0.302
COURSE_27,02_芝_短距離,bamei_hahachichi,クロフネ,98,117.6,81.0,0.444
COURSE_27,02_芝_短距離,bamei_hahachichi,グラスワンダー,34,18.0,58.1,0.28
COURSE_27,02_芝_短距離,bamei_hahachichi,サクラバクシンオー,145,76.3,66.4,0.516
COURSE_27,02_芝_短距離,bamei_hahachichi,サンデーサイレンス,132,185.0,73.9,0.498
COURSE_27,02_芝_短距離,bamei_hahachichi,シンボリクリスエス,70,49.3,66.3,0.386
COURSE_27,02_芝_短距離,bamei_hahachichi,ジャングルポケット,37,65.0,79.2,0.291
COURSE_27,02_芝_短距離,bamei_hahachichi,ステイゴールド,37,117.2,120.2,0.291
COURSE_27,02_芝_短距離,bamei_hahachichi,スペシャルウィーク,72,44.7,47.5,0.391
COURSE_27,02_芝_短距離,bamei_hahachichi,ゼンノロブロイ,62,21.1,51.3,0.366
COURSE_27,02_芝_短距離,bamei_hahachichi,タイキシャトル,85,83.7,75.5,0.419
COURSE_27,02_芝_短距離,bamei_hahachichi,ダイワメジャー,57,10.8,70.8,0.353
COURSE_27,02_芝_短距離,bamei_hahachichi,ダンスインザダーク,80,43.2,54.6,0.408
COURSE_27,02_芝_短距離,bamei_hahachichi,ディープインパクト,115,91.4,97.0,0.473
COURSE_27,02_芝_短距離,bamei_hahachichi,ネオユニヴァース,44,69.4,62.9,0.315
COURSE_27,02_芝_短距離,bamei_hahachichi,ハーツクライ,45,31.3,66.2,0.318
COURSE_27,02_芝_短距離,bamei_hahachichi,フジキセキ,68,10.6,53.7,0.381
COURSE_27,02_芝_短距離,bamei_hahachichi,フレンチデピュティ,102,115.6,111.7,0.451
COURSE_27,02_芝_短距離,bamei_hahachichi,ブライアンズタイム,72,36.9,44.5,0.391
COURSE_27,02_芝_短距離,bamei_hahachichi,マイネルラヴ,37,160.9,75.8,0.291
COURSE_27,02_芝_短距離,bamei_hahachichi,マンハッタンカフェ,47,110.6,121.1,0.324
COURSE_27,02_芝_短距離,bamei_hahachichi,ワイルドラッシュ,32,16.6,31.2,0.272
