segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_芝_短距離,umaban,01,209,75.0,84.9,0.586
COURSE_27,01_芝_短距離,umaban,02,207,102.2,76.0,0.584
COURSE_27,01_芝_短距離,umaban,03,206,48.1,60.2,0.583
COURSE_27,01_芝_短距離,umaban,04,209,24.5,58.8,0.586
COURSE_27,01_芝_短距離,umaban,05,207,83.4,53.7,0.584
COURSE_27,01_芝_短距離,umaban,06,206,36.1,57.2,0.583
COURSE_27,01_芝_短距離,umaban,07,203,34.9,53.5,0.58
COURSE_27,01_芝_短距離,umaban,08,196,41.3,69.7,0.573
COURSE_27,01_芝_短距離,umaban,09,193,70.5,58.3,0.57
COURSE_27,01_芝_短距離,umaban,10,183,60.4,90.4,0.56
COURSE_27,01_芝_短距離,umaban,11,172,91.2,63.0,0.548
COURSE_27,01_芝_短距離,umaban,12,163,89.4,86.0,0.538
COURSE_27,01_芝_短距離,umaban,13,149,40.5,66.3,0.521
COURSE_27,01_芝_短距離,umaban,14,141,78.1,114.7,0.511
COURSE_27,01_芝_短距離,umaban,15,116,187.2,110.0,0.474
COURSE_27,01_芝_短距離,umaban,16,107,40.3,104.2,0.459
