segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_ダ,gekiso_shisu,100,254,67.3,74.0,0.623
SURFACE_2_ダ,gekiso_shisu,101,248,19.3,70.0,0.619
SURFACE_2_ダ,gekiso_shisu,102,264,92.0,88.7,0.631
SURFACE_2_ダ,gekiso_shisu,103,243,53.5,55.8,0.615
SURFACE_2_ダ,gekiso_shisu,104,251,153.8,91.1,0.621
SURFACE_2_ダ,gekiso_shisu,105,230,144.6,96.3,0.604
SURFACE_2_ダ,gekiso_shisu,106,221,87.7,67.1,0.597
SURFACE_2_ダ,gekiso_shisu,107,256,70.6,95.1,0.625
SURFACE_2_ダ,gekiso_shisu,108,249,48.4,58.3,0.619
SURFACE_2_ダ,gekiso_shisu,109,263,103.1,87.1,0.63
SURFACE_2_ダ,gekiso_shisu,110,243,125.2,88.4,0.615
SURFACE_2_ダ,gekiso_shisu,111,245,80.7,79.9,0.616
SURFACE_2_ダ,gekiso_shisu,112,248,76.2,78.4,0.619
SURFACE_2_ダ,gekiso_shisu,113,276,46.4,71.6,0.639
SURFACE_2_ダ,gekiso_shisu,114,280,91.0,83.7,0.642
SURFACE_2_ダ,gekiso_shisu,115,246,116.8,75.1,0.617
SURFACE_2_ダ,gekiso_shisu,116,233,82.3,83.6,0.607
SURFACE_2_ダ,gekiso_shisu,117,267,47.7,62.5,0.633
SURFACE_2_ダ,gekiso_shisu,118,263,70.1,85.0,0.63
SURFACE_2_ダ,gekiso_shisu,119,280,65.4,68.3,0.642
SURFACE_2_ダ,gekiso_shisu,120,269,85.3,61.6,0.634
SURFACE_2_ダ,gekiso_shisu,121,288,87.0,91.3,0.647
SURFACE_2_ダ,gekiso_shisu,122,263,71.8,62.0,0.63
SURFACE_2_ダ,gekiso_shisu,123,248,135.9,94.2,0.619
SURFACE_2_ダ,gekiso_shisu,124,272,51.5,79.0,0.636
SURFACE_2_ダ,gekiso_shisu,125,294,81.9,91.9,0.651
SURFACE_2_ダ,gekiso_shisu,126,263,53.2,57.0,0.63
SURFACE_2_ダ,gekiso_shisu,127,257,75.2,88.9,0.625
SURFACE_2_ダ,gekiso_shisu,128,287,48.0,77.6,0.646
SURFACE_2_ダ,gekiso_shisu,129,292,75.6,66.3,0.65
SURFACE_2_ダ,gekiso_shisu,130,283,85.1,80.5,0.644
SURFACE_2_ダ,gekiso_shisu,131,258,84.2,98.1,0.626
SURFACE_2_ダ,gekiso_shisu,132,258,70.4,82.5,0.626
SURFACE_2_ダ,gekiso_shisu,133,304,84.4,85.7,0.657
SURFACE_2_ダ,gekiso_shisu,134,257,61.8,102.4,0.625
SURFACE_2_ダ,gekiso_shisu,135,269,95.2,88.3,0.634
SURFACE_2_ダ,gekiso_shisu,136,273,89.9,75.1,0.637
SURFACE_2_ダ,gekiso_shisu,137,268,94.7,87.9,0.633
SURFACE_2_ダ,gekiso_shisu,138,282,33.1,57.9,0.643
SURFACE_2_ダ,gekiso_shisu,139,267,80.9,84.5,0.633
SURFACE_2_ダ,gekiso_shisu,140,293,133.7,94.0,0.65
SURFACE_2_ダ,gekiso_shisu,141,282,73.6,85.6,0.643
SURFACE_2_ダ,gekiso_shisu,142,267,45.8,78.6,0.633
