segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,04_ダ_短距離,bamei_hahachichi,アグネスタキオン,194,31.8,59.5,0.571
COURSE_27,04_ダ_短距離,bamei_hahachichi,アグネスデジタル,75,49.7,60.9,0.397
COURSE_27,04_ダ_短距離,bamei_hahachichi,アドマイヤムーン,48,19.8,22.3,0.327
COURSE_27,04_ダ_短距離,bamei_hahachichi,アフリート,67,60.4,57.7,0.379
COURSE_27,04_ダ_短距離,bamei_hahachichi,エンドスウィープ,58,32.3,114.3,0.356
COURSE_27,04_ダ_短距離,bamei_hahachichi,エンパイアメーカー,54,41.7,65.7,0.345
COURSE_27,04_ダ_短距離,bamei_hahachichi,キングカメハメハ,174,43.5,86.8,0.551
COURSE_27,04_ダ_短距離,bamei_hahachichi,キングヘイロー,85,110.5,104.5,0.419
COURSE_27,04_ダ_短距離,bamei_hahachichi,キングマンボ,40,1.6,55.8,0.302
COURSE_27,04_ダ_短距離,bamei_hahachichi,クロフネ,198,103.3,73.0,0.575
COURSE_27,04_ダ_短距離,bamei_hahachichi,グラスワンダー,41,99.1,76.7,0.305
COURSE_27,04_ダ_短距離,bamei_hahachichi,ゴールドアリュール,124,61.5,68.5,0.486
COURSE_27,04_ダ_短距離,bamei_hahachichi,ゴーンウェスト,30,67.7,40.0,0.264
COURSE_27,04_ダ_短距離,bamei_hahachichi,サウスヴィグラス,81,301.2,65.5,0.41
COURSE_27,04_ダ_短距離,bamei_hahachichi,サクラバクシンオー,155,128.5,76.0,0.528
COURSE_27,04_ダ_短距離,bamei_hahachichi,サンデーサイレンス,156,37.8,43.1,0.53
COURSE_27,04_ダ_短距離,bamei_hahachichi,シンボリクリスエス,113,19.1,16.2,0.469
COURSE_27,04_ダ_短距離,bamei_hahachichi,シーキングザゴールド,31,70.8,62.1,0.268
COURSE_27,04_ダ_短距離,bamei_hahachichi,ジャイアンツコーズウェイ,37,22.9,30.7,0.291
COURSE_27,04_ダ_短距離,bamei_hahachichi,ジャングルポケット,73,22.5,21.3,0.393
COURSE_27,04_ダ_短距離,bamei_hahachichi,スウェプトオーヴァーボード,41,45.7,84.9,0.305
COURSE_27,04_ダ_短距離,bamei_hahachichi,ステイゴールド,57,53.0,111.7,0.353
COURSE_27,04_ダ_短距離,bamei_hahachichi,ストラヴィンスキー,34,159.5,87.1,0.28
COURSE_27,04_ダ_短距離,bamei_hahachichi,ストームキャット,30,38.4,28.2,0.264
COURSE_27,04_ダ_短距離,bamei_hahachichi,スペシャルウィーク,116,35.9,58.4,0.474
COURSE_27,04_ダ_短距離,bamei_hahachichi,ゼンノロブロイ,92,44.0,49.6,0.432
COURSE_27,04_ダ_短距離,bamei_hahachichi,タイキシャトル,122,105.6,56.4,0.483
COURSE_27,04_ダ_短距離,bamei_hahachichi,タニノギムレット,65,8.1,73.0,0.374
COURSE_27,04_ダ_短距離,bamei_hahachichi,ダイワメジャー,129,64.1,58.7,0.494
COURSE_27,04_ダ_短距離,bamei_hahachichi,ダンスインザダーク,107,48.5,81.4,0.459
COURSE_27,04_ダ_短距離,bamei_hahachichi,ティンバーカントリー,42,21.3,32.4,0.308
COURSE_27,04_ダ_短距離,bamei_hahachichi,ディープインパクト,114,54.2,59.8,0.471
COURSE_27,04_ダ_短距離,bamei_hahachichi,トワイニング,42,8.3,111.8,0.308
COURSE_27,04_ダ_短距離,bamei_hahachichi,ネオユニヴァース,132,139.0,88.7,0.498
COURSE_27,04_ダ_短距離,bamei_hahachichi,ハーツクライ,79,70.4,39.4,0.406
COURSE_27,04_ダ_短距離,bamei_hahachichi,バブルガムフェロー,38,83.3,129.3,0.295
COURSE_27,04_ダ_短距離,bamei_hahachichi,ファスリエフ,33,31.4,104.5,0.276
COURSE_27,04_ダ_短距離,bamei_hahachichi,ファルブラヴ,47,160.4,49.8,0.324
COURSE_27,04_ダ_短距離,bamei_hahachichi,フォーティナイナー,58,70.4,84.7,0.356
COURSE_27,04_ダ_短距離,bamei_hahachichi,フジキセキ,218,40.1,84.8,0.594
COURSE_27,04_ダ_短距離,bamei_hahachichi,フレンチデピュティ,183,52.0,85.9,0.56
COURSE_27,04_ダ_短距離,bamei_hahachichi,ブライアンズタイム,142,5.7,32.6,0.512
COURSE_27,04_ダ_短距離,bamei_hahachichi,ブラックタイド,33,163.0,75.9,0.276
COURSE_27,04_ダ_短距離,bamei_hahachichi,ホワイトマズル,31,126.2,144.4,0.268
COURSE_27,04_ダ_短距離,bamei_hahachichi,ボストンハーバー,40,127.3,76.2,0.302
COURSE_27,04_ダ_短距離,bamei_hahachichi,マンハッタンカフェ,108,58.8,72.6,0.461
COURSE_27,04_ダ_短距離,bamei_hahachichi,ロックオブジブラルタル,30,22.4,38.5,0.264
COURSE_27,04_ダ_短距離,bamei_hahachichi,ワイルドラッシュ,69,24.4,60.4,0.384
