segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_短距離,bamei_hahachichi,キングカメハメハ,39,66.1,55.1,0.298
COURSE_27,02_ダ_短距離,bamei_hahachichi,クロフネ,47,35.8,83.6,0.324
COURSE_27,02_ダ_短距離,bamei_hahachichi,ゴールドアリュール,31,70.0,78.0,0.268
COURSE_27,02_ダ_短距離,bamei_hahachichi,サウスヴィグラス,49,104.6,80.4,0.33
COURSE_27,02_ダ_短距離,bamei_hahachichi,サクラバクシンオー,39,8.0,163.9,0.298
COURSE_27,02_ダ_短距離,bamei_hahachichi,サンデーサイレンス,32,41.1,27.8,0.272
COURSE_27,02_ダ_短距離,bamei_hahachichi,タイキシャトル,33,43.0,25.9,0.276
COURSE_27,02_ダ_短距離,bamei_hahachichi,ネオユニヴァース,31,566.1,178.3,0.268
COURSE_27,02_ダ_短距離,bamei_hahachichi,フォーティナイナー,34,78.9,61.2,0.28
COURSE_27,02_ダ_短距離,bamei_hahachichi,フジキセキ,39,29.3,61.6,0.298
COURSE_27,02_ダ_短距離,bamei_hahachichi,フレンチデピュティ,44,46.3,133.7,0.315
