segment,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,prev3_chakujun,1.0,5680,87.7,80.1,0.967
COURSE_27,prev3_chakujun,10.0,3434,80.9,87.0,0.946
COURSE_27,prev3_chakujun,11.0,3026,104.0,80.6,0.94
COURSE_27,prev3_chakujun,12.0,2568,83.6,87.1,0.93
COURSE_27,prev3_chakujun,13.0,2089,57.8,70.5,0.916
COURSE_27,prev3_chakujun,14.0,1736,59.4,73.3,0.902
COURSE_27,prev3_chakujun,15.0,1223,86.2,88.0,0.868
COURSE_27,prev3_chakujun,16.0,924,80.0,86.1,0.835
COURSE_27,prev3_chakujun,17.0,196,64.0,102.6,0.573
COURSE_27,prev3_chakujun,18.0,158,43.9,63.8,0.532
COURSE_27,prev3_chakujun,2.0,6543,66.3,75.5,0.971
COURSE_27,prev3_chakujun,3.0,6424,75.9,79.1,0.97
COURSE_27,prev3_chakujun,4.0,6148,85.0,80.9,0.969
COURSE_27,prev3_chakujun,5.0,5840,80.5,82.0,0.967
COURSE_27,prev3_chakujun,6.0,5468,91.9,82.0,0.965
COURSE_27,prev3_chakujun,7.0,4907,88.5,80.1,0.962
COURSE_27,prev3_chakujun,8.0,4496,80.9,80.8,0.958
COURSE_27,prev3_chakujun,9.0,3931,90.9,76.5,0.953
