segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_中距離,umaban,01,233,67.2,58.1,0.607
COURSE_27,02_芝_中距離,umaban,02,235,63.3,70.4,0.608
COURSE_27,02_芝_中距離,umaban,03,233,82.1,77.4,0.607
COURSE_27,02_芝_中距離,umaban,04,232,43.1,71.5,0.606
COURSE_27,02_芝_中距離,umaban,05,234,68.9,66.7,0.608
COURSE_27,02_芝_中距離,umaban,06,233,138.1,98.6,0.607
COURSE_27,02_芝_中距離,umaban,07,230,26.4,61.3,0.604
COURSE_27,02_芝_中距離,umaban,08,222,129.6,95.0,0.597
COURSE_27,02_芝_中距離,umaban,09,208,76.5,64.6,0.585
COURSE_27,02_芝_中距離,umaban,10,184,113.3,86.6,0.561
COURSE_27,02_芝_中距離,umaban,11,166,133.1,70.4,0.542
COURSE_27,02_芝_中距離,umaban,12,142,64.3,71.0,0.512
COURSE_27,02_芝_中距離,umaban,13,118,65.5,59.6,0.477
COURSE_27,02_芝_中距離,umaban,14,92,132.9,97.7,0.432
COURSE_27,02_芝_中距離,umaban,15,63,2.3,76.6,0.369
COURSE_27,02_芝_中距離,umaban,16,48,19.8,24.3,0.327
