segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_中距離,tozai_shozoku_code,1,1404,67.3,81.9,0.882
COURSE_27,02_ダ_中距離,tozai_shozoku_code,2,1757,91.7,76.5,0.903
