segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_長距離,prev1_corner4,01,37,8.4,44.5,0.291
COURSE_27,05_ダ_長距離,prev1_corner4,02,61,56.4,68.9,0.364
COURSE_27,05_ダ_長距離,prev1_corner4,03,42,48.6,33.8,0.308
COURSE_27,05_ダ_長距離,prev1_corner4,04,41,0.0,44.2,0.305
COURSE_27,05_ダ_長距離,prev1_corner4,05,52,74.8,54.5,0.339
COURSE_27,05_ダ_長距離,prev1_corner4,06,53,88.5,73.9,0.342
COURSE_27,05_ダ_長距離,prev1_corner4,07,57,40.5,98.0,0.353
COURSE_27,05_ダ_長距離,prev1_corner4,08,67,73.3,70.2,0.379
COURSE_27,05_ダ_長距離,prev1_corner4,09,54,95.4,81.4,0.345
COURSE_27,05_ダ_長距離,prev1_corner4,10,54,26.3,58.5,0.345
COURSE_27,05_ダ_長距離,prev1_corner4,11,46,29.4,112.1,0.321
COURSE_27,05_ダ_長距離,prev1_corner4,12,41,122.1,113.0,0.305
COURSE_27,05_ダ_長距離,prev1_corner4,13,46,25.5,19.8,0.321
COURSE_27,05_ダ_長距離,prev1_corner4,14,31,276.1,189.8,0.268
COURSE_27,05_ダ_長距離,prev1_corner4,15,34,0.0,261.5,0.28
