segment,factors,bin_label,n,win_roi,place_roi,confidence
SURFACE_2_芝,gekiso_shisu,100,246,34.4,66.7,0.617
SURFACE_2_芝,gekiso_shisu,101,249,41.7,52.0,0.619
SURFACE_2_芝,gekiso_shisu,102,253,55.0,112.0,0.622
SURFACE_2_芝,gekiso_shisu,103,227,120.9,106.6,0.602
SURFACE_2_芝,gekiso_shisu,104,252,90.2,85.1,0.622
SURFACE_2_芝,gekiso_shisu,105,229,141.9,87.8,0.603
SURFACE_2_芝,gekiso_shisu,106,233,88.9,71.7,0.607
SURFACE_2_芝,gekiso_shisu,107,234,86.4,83.6,0.608
SURFACE_2_芝,gekiso_shisu,108,276,130.4,81.8,0.639
SURFACE_2_芝,gekiso_shisu,109,262,104.9,67.5,0.629
SURFACE_2_芝,gekiso_shisu,110,271,37.9,61.0,0.636
SURFACE_2_芝,gekiso_shisu,111,302,42.8,54.1,0.656
SURFACE_2_芝,gekiso_shisu,112,283,63.0,73.0,0.644
SURFACE_2_芝,gekiso_shisu,113,298,141.5,86.2,0.653
SURFACE_2_芝,gekiso_shisu,114,318,62.8,56.3,0.666
SURFACE_2_芝,gekiso_shisu,115,295,99.7,89.6,0.652
SURFACE_2_芝,gekiso_shisu,116,279,104.6,82.2,0.641
SURFACE_2_芝,gekiso_shisu,117,288,89.2,82.0,0.647
SURFACE_2_芝,gekiso_shisu,118,284,84.6,66.5,0.644
SURFACE_2_芝,gekiso_shisu,119,302,88.0,76.3,0.656
SURFACE_2_芝,gekiso_shisu,120,306,59.6,88.5,0.658
SURFACE_2_芝,gekiso_shisu,121,285,65.8,88.2,0.645
SURFACE_2_芝,gekiso_shisu,122,273,90.1,75.3,0.637
SURFACE_2_芝,gekiso_shisu,123,261,112.6,76.7,0.628
SURFACE_2_芝,gekiso_shisu,124,272,57.9,57.7,0.636
SURFACE_2_芝,gekiso_shisu,125,258,134.6,92.1,0.626
SURFACE_2_芝,gekiso_shisu,126,269,45.7,64.8,0.634
SURFACE_2_芝,gekiso_shisu,127,293,97.8,99.1,0.65
SURFACE_2_芝,gekiso_shisu,128,280,121.9,103.0,0.642
SURFACE_2_芝,gekiso_shisu,129,258,93.8,100.7,0.626
SURFACE_2_芝,gekiso_shisu,130,287,83.6,81.9,0.646
SURFACE_2_芝,gekiso_shisu,131,261,32.6,80.8,0.628
SURFACE_2_芝,gekiso_shisu,132,264,96.6,104.4,0.631
SURFACE_2_芝,gekiso_shisu,133,257,94.0,88.1,0.625
SURFACE_2_芝,gekiso_shisu,134,286,92.8,76.0,0.646
SURFACE_2_芝,gekiso_shisu,135,301,114.3,88.1,0.655
SURFACE_2_芝,gekiso_shisu,136,270,46.8,83.7,0.635
SURFACE_2_芝,gekiso_shisu,137,258,128.0,88.1,0.626
SURFACE_2_芝,gekiso_shisu,138,268,73.3,74.8,0.633
SURFACE_2_芝,gekiso_shisu,139,263,122.2,105.4,0.63
SURFACE_2_芝,gekiso_shisu,140,254,134.9,87.7,0.623
SURFACE_2_芝,gekiso_shisu,141,268,51.0,78.5,0.633
SURFACE_2_芝,gekiso_shisu,142,287,31.7,50.7,0.646
SURFACE_2_芝,gekiso_shisu,143,281,42.6,81.4,0.642
SURFACE_2_芝,gekiso_shisu,144,265,61.1,59.6,0.631
SURFACE_2_芝,gekiso_shisu,145,252,72.8,78.9,0.622
SURFACE_2_芝,gekiso_shisu,146,252,77.2,70.0,0.622
SURFACE_2_芝,gekiso_shisu,147,275,55.4,91.8,0.638
SURFACE_2_芝,gekiso_shisu,148,294,49.9,71.0,0.651
SURFACE_2_芝,gekiso_shisu,149,278,65.3,70.2,0.64
SURFACE_2_芝,gekiso_shisu,150,269,70.7,95.8,0.634
SURFACE_2_芝,gekiso_shisu,151,278,80.0,72.9,0.64
SURFACE_2_芝,gekiso_shisu,152,269,82.6,65.0,0.634
SURFACE_2_芝,gekiso_shisu,153,267,79.6,74.0,0.633
SURFACE_2_芝,gekiso_shisu,154,275,130.4,85.3,0.638
SURFACE_2_芝,gekiso_shisu,155,274,68.3,70.4,0.638
SURFACE_2_芝,gekiso_shisu,156,297,114.6,85.6,0.653
SURFACE_2_芝,gekiso_shisu,157,276,92.4,88.7,0.639
SURFACE_2_芝,gekiso_shisu,158,285,56.7,65.8,0.645
SURFACE_2_芝,gekiso_shisu,159,308,102.5,86.2,0.66
SURFACE_2_芝,gekiso_shisu,160,288,51.0,54.2,0.647
SURFACE_2_芝,gekiso_shisu,161,291,84.9,83.6,0.649
SURFACE_2_芝,gekiso_shisu,162,261,69.6,67.2,0.628
SURFACE_2_芝,gekiso_shisu,163,262,125.2,93.2,0.629
SURFACE_2_芝,gekiso_shisu,164,248,117.6,87.5,0.619
SURFACE_2_芝,gekiso_shisu,165,270,38.9,93.2,0.635
SURFACE_2_芝,gekiso_shisu,166,261,60.8,95.3,0.628
SURFACE_2_芝,gekiso_shisu,167,260,81.6,106.9,0.628
SURFACE_2_芝,gekiso_shisu,168,278,79.4,72.1,0.64
SURFACE_2_芝,gekiso_shisu,169,272,52.8,56.9,0.636
SURFACE_2_芝,gekiso_shisu,170,266,51.8,89.7,0.632
SURFACE_2_芝,gekiso_shisu,171,263,61.7,84.1,0.63
SURFACE_2_芝,gekiso_shisu,172,250,102.3,87.5,0.62
SURFACE_2_芝,gekiso_shisu,173,264,70.7,78.4,0.631
SURFACE_2_芝,gekiso_shisu,174,269,60.0,88.2,0.634
SURFACE_2_芝,gekiso_shisu,175,258,60.4,74.2,0.626
SURFACE_2_芝,gekiso_shisu,176,265,45.6,63.9,0.631
SURFACE_2_芝,gekiso_shisu,177,248,88.1,80.0,0.619
SURFACE_2_芝,gekiso_shisu,178,268,86.7,75.1,0.633
SURFACE_2_芝,gekiso_shisu,179,238,100.4,84.2,0.611
SURFACE_2_芝,gekiso_shisu,180,261,68.7,83.8,0.628
SURFACE_2_芝,gekiso_shisu,181,262,128.2,71.9,0.629
SURFACE_2_芝,gekiso_shisu,182,227,55.1,77.2,0.602
SURFACE_2_芝,gekiso_shisu,183,235,90.3,100.5,0.608
SURFACE_2_芝,gekiso_shisu,184,225,98.8,73.9,0.6
SURFACE_2_芝,gekiso_shisu,185,212,53.4,59.7,0.589
SURFACE_2_芝,gekiso_shisu,186,256,126.1,90.7,0.625
SURFACE_2_芝,gekiso_shisu,187,241,86.5,88.9,0.613
SURFACE_2_芝,gekiso_shisu,188,225,77.1,62.6,0.6
SURFACE_2_芝,gekiso_shisu,189,221,34.0,67.9,0.597
SURFACE_2_芝,gekiso_shisu,190,215,66.2,85.8,0.591
SURFACE_2_芝,gekiso_shisu,191,228,94.9,94.5,0.603
SURFACE_2_芝,gekiso_shisu,192,206,73.9,73.8,0.583
SURFACE_2_芝,gekiso_shisu,193,215,40.3,58.7,0.591
SURFACE_2_芝,gekiso_shisu,194,206,87.1,75.1,0.583
SURFACE_2_芝,gekiso_shisu,195,191,46.3,81.6,0.568
SURFACE_2_芝,gekiso_shisu,196,184,69.5,75.6,0.561
SURFACE_2_芝,gekiso_shisu,197,220,72.7,84.2,0.596
SURFACE_2_芝,gekiso_shisu,198,198,60.3,80.2,0.575
SURFACE_2_芝,gekiso_shisu,199,183,45.6,96.5,0.56
SURFACE_2_芝,gekiso_shisu,200,185,26.1,58.7,0.562
SURFACE_2_芝,gekiso_shisu,201,192,86.1,71.1,0.569
SURFACE_2_芝,gekiso_shisu,202,167,75.9,70.8,0.543
SURFACE_2_芝,gekiso_shisu,203,164,78.5,61.0,0.539
SURFACE_2_芝,gekiso_shisu,204,175,83.7,81.6,0.552
SURFACE_2_芝,gekiso_shisu,205,184,42.6,61.6,0.561
SURFACE_2_芝,gekiso_shisu,206,157,69.5,88.3,0.531
