segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,03_芝_中距離,taikei_dou,111,31,19.4,24.9,0.268
COURSE_27,03_芝_中距離,taikei_dou,211,70,21.1,69.0,0.386
COURSE_27,03_芝_中距離,taikei_dou,22,52,59.5,64.9,0.339
COURSE_27,03_芝_中距離,taikei_dou,221,112,23.9,54.9,0.468
COURSE_27,03_芝_中距離,taikei_dou,222,1496,84.6,77.0,0.888
COURSE_27,03_芝_中距離,taikei_dou,223,192,23.9,99.6,0.569
COURSE_27,03_芝_中距離,taikei_dou,232,796,59.5,77.9,0.816
COURSE_27,03_芝_中距離,taikei_dou,233,826,60.3,60.9,0.821
COURSE_27,03_芝_中距離,taikei_dou,32,32,109.3,57.9,0.272
COURSE_27,03_芝_中距離,taikei_dou,322,81,78.8,85.6,0.41
COURSE_27,03_芝_中距離,taikei_dou,323,225,55.9,69.3,0.6
COURSE_27,03_芝_中距離,taikei_dou,33,66,92.1,141.7,0.376
COURSE_27,03_芝_中距離,taikei_dou,332,119,42.4,87.7,0.479
COURSE_27,03_芝_中距離,taikei_dou,333,477,72.4,68.9,0.737
