segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,05_ダ_マイル,bamei_chichi,アイルハヴアナザー,39,91.4,63.2,0.298
COURSE_27,05_ダ_マイル,bamei_chichi,アグネスデジタル,41,15.7,55.9,0.305
COURSE_27,05_ダ_マイル,bamei_chichi,エンパイアメーカー,112,76.5,86.1,0.468
COURSE_27,05_ダ_マイル,bamei_chichi,カジノドライヴ,54,27.3,98.3,0.345
COURSE_27,05_ダ_マイル,bamei_chichi,カネヒキリ,90,122.2,47.7,0.429
COURSE_27,05_ダ_マイル,bamei_chichi,キングカメハメハ,122,59.2,101.2,0.483
COURSE_27,05_ダ_マイル,bamei_chichi,キンシャサノキセキ,79,83.8,82.6,0.406
COURSE_27,05_ダ_マイル,bamei_chichi,クロフネ,114,74.9,59.9,0.471
COURSE_27,05_ダ_マイル,bamei_chichi,ケイムホーム,43,26.8,117.0,0.312
COURSE_27,05_ダ_マイル,bamei_chichi,ゴールドアリュール,157,168.4,77.7,0.531
COURSE_27,05_ダ_マイル,bamei_chichi,サウスヴィグラス,103,48.7,49.9,0.453
COURSE_27,05_ダ_マイル,bamei_chichi,シニスターミニスター,56,54.8,86.2,0.35
COURSE_27,05_ダ_マイル,bamei_chichi,シンボリクリスエス,75,57.1,66.7,0.397
COURSE_27,05_ダ_マイル,bamei_chichi,スウェプトオーヴァーボード,39,0.0,29.8,0.298
COURSE_27,05_ダ_マイル,bamei_chichi,スズカマンボ,31,135.2,84.1,0.268
COURSE_27,05_ダ_マイル,bamei_chichi,ゼンノロブロイ,81,289.6,118.7,0.41
COURSE_27,05_ダ_マイル,bamei_chichi,ダイワメジャー,105,40.4,32.4,0.456
COURSE_27,05_ダ_マイル,bamei_chichi,ダノンシャンティ,43,47.4,38.6,0.312
COURSE_27,05_ダ_マイル,bamei_chichi,ディープインパクト,32,35.1,69.2,0.272
COURSE_27,05_ダ_マイル,bamei_chichi,ディープスカイ,37,16.1,28.5,0.291
COURSE_27,05_ダ_マイル,bamei_chichi,ネオユニヴァース,72,96.8,61.9,0.391
COURSE_27,05_ダ_マイル,bamei_chichi,ハーツクライ,35,120.4,90.9,0.284
COURSE_27,05_ダ_マイル,bamei_chichi,パイロ,107,38.1,52.3,0.459
COURSE_27,05_ダ_マイル,bamei_chichi,ファスリエフ,37,15.7,36.6,0.291
COURSE_27,05_ダ_マイル,bamei_chichi,フレンチデピュティ,58,28.3,61.0,0.356
COURSE_27,05_ダ_マイル,bamei_chichi,ブラックタイド,63,0.0,150.5,0.369
COURSE_27,05_ダ_マイル,bamei_chichi,プリサイスエンド,57,220.0,99.8,0.353
COURSE_27,05_ダ_マイル,bamei_chichi,マンハッタンカフェ,45,8.3,68.2,0.318
COURSE_27,05_ダ_マイル,bamei_chichi,メイショウボーラー,52,0.0,105.0,0.339
COURSE_27,05_ダ_マイル,bamei_chichi,ロージズインメイ,48,24.5,79.9,0.327
COURSE_27,05_ダ_マイル,bamei_chichi,ワイルドラッシュ,30,916.8,173.5,0.264
COURSE_27,05_ダ_マイル,bamei_chichi,ワークフォース,44,0.0,37.5,0.315
COURSE_27,05_ダ_マイル,bamei_chichi,ヴァーミリアン,66,54.0,95.2,0.376
