segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_芝_中距離,bamei_chichi,エイシンフラッシュ,45,14.4,10.1,0.318
COURSE_27,02_芝_中距離,bamei_chichi,エピファネイア,66,37.4,89.2,0.376
COURSE_27,02_芝_中距離,bamei_chichi,オルフェーヴル,67,26.9,70.8,0.379
COURSE_27,02_芝_中距離,bamei_chichi,キズナ,60,188.5,83.1,0.361
COURSE_27,02_芝_中距離,bamei_chichi,キングカメハメハ,84,30.2,77.3,0.417
COURSE_27,02_芝_中距離,bamei_chichi,ゴールドシップ,74,36.5,50.0,0.395
COURSE_27,02_芝_中距離,bamei_chichi,ジャスタウェイ,35,196.3,90.4,0.284
COURSE_27,02_芝_中距離,bamei_chichi,ジャングルポケット,39,338.4,134.5,0.298
COURSE_27,02_芝_中距離,bamei_chichi,スクリーンヒーロー,44,41.8,114.6,0.315
COURSE_27,02_芝_中距離,bamei_chichi,ステイゴールド,99,121.4,87.7,0.445
COURSE_27,02_芝_中距離,bamei_chichi,ダノンバラード,34,93.7,114.3,0.28
COURSE_27,02_芝_中距離,bamei_chichi,ディープインパクト,163,51.6,63.1,0.538
COURSE_27,02_芝_中距離,bamei_chichi,ドゥラメンテ,40,19.8,40.4,0.302
COURSE_27,02_芝_中距離,bamei_chichi,ノヴェリスト,37,149.2,186.5,0.291
COURSE_27,02_芝_中距離,bamei_chichi,ハーツクライ,145,90.8,72.7,0.516
COURSE_27,02_芝_中距離,bamei_chichi,ハービンジャー,221,78.9,60.0,0.597
COURSE_27,02_芝_中距離,bamei_chichi,ブラックタイド,43,13.9,42.5,0.312
COURSE_27,02_芝_中距離,bamei_chichi,マンハッタンカフェ,50,77.3,167.9,0.333
COURSE_27,02_芝_中距離,bamei_chichi,モーリス,34,301.4,100.3,0.28
COURSE_27,02_芝_中距離,bamei_chichi,ルーラーシップ,101,117.2,61.9,0.449
COURSE_27,02_芝_中距離,bamei_chichi,ロードカナロア,55,34.7,81.6,0.348
COURSE_27,02_芝_中距離,bamei_chichi,ワークフォース,34,605.4,136.1,0.28
COURSE_27,02_芝_中距離,bamei_chichi,ヴィクトワールピサ,62,142.6,97.2,0.366
