segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,01_ダ_中距離,prev1_corner4,01,431,58.9,50.8,0.72
COURSE_27,01_ダ_中距離,prev1_corner4,02,566,91.1,80.5,0.765
COURSE_27,01_ダ_中距離,prev1_corner4,03,458,70.2,79.4,0.731
COURSE_27,01_ダ_中距離,prev1_corner4,04,411,42.2,79.2,0.712
COURSE_27,01_ダ_中距離,prev1_corner4,05,411,51.1,74.4,0.712
COURSE_27,01_ダ_中距離,prev1_corner4,06,377,52.1,81.6,0.697
COURSE_27,01_ダ_中距離,prev1_corner4,07,398,114.8,100.3,0.706
COURSE_27,01_ダ_中距離,prev1_corner4,08,349,46.7,115.8,0.683
COURSE_27,01_ダ_中距離,prev1_corner4,09,351,67.0,85.6,0.684
COURSE_27,01_ダ_中距離,prev1_corner4,10,271,142.1,70.3,0.636
COURSE_27,01_ダ_中距離,prev1_corner4,11,225,71.4,49.9,0.6
COURSE_27,01_ダ_中距離,prev1_corner4,12,218,46.5,66.5,0.594
COURSE_27,01_ダ_中距離,prev1_corner4,13,148,97.9,114.7,0.52
COURSE_27,01_ダ_中距離,prev1_corner4,14,120,92.6,47.0,0.48
COURSE_27,01_ダ_中距離,prev1_corner4,15,56,7.3,69.0,0.35
COURSE_27,01_ダ_中距離,prev1_corner4,16,40,27.4,43.3,0.302
