segment,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,taikei_dou,111,477,64.3,98.5,0.737
COURSE_27,taikei_dou,112,33,0.0,99.7,0.276
COURSE_27,taikei_dou,121,188,66.1,62.5,0.565
COURSE_27,taikei_dou,122,356,98.8,92.7,0.686
COURSE_27,taikei_dou,132,87,23.7,60.6,0.423
COURSE_27,taikei_dou,133,58,51.0,54.0,0.356
COURSE_27,taikei_dou,211,1110,110.3,80.3,0.857
COURSE_27,taikei_dou,212,94,58.7,102.4,0.436
COURSE_27,taikei_dou,213,48,28.5,37.8,0.327
COURSE_27,taikei_dou,22,839,90.2,82.3,0.823
COURSE_27,taikei_dou,221,1734,74.9,72.7,0.901
COURSE_27,taikei_dou,222,26205,83.2,81.7,0.992
COURSE_27,taikei_dou,223,2319,74.0,72.0,0.924
COURSE_27,taikei_dou,232,12088,82.8,81.2,0.984
COURSE_27,taikei_dou,233,11839,76.7,78.5,0.984
COURSE_27,taikei_dou,3,44,29.5,114.0,0.315
COURSE_27,taikei_dou,311,36,68.7,58.6,0.287
COURSE_27,taikei_dou,32,488,103.1,83.4,0.741
COURSE_27,taikei_dou,321,141,67.7,57.4,0.511
COURSE_27,taikei_dou,322,1532,92.5,74.7,0.89
COURSE_27,taikei_dou,323,3137,71.5,74.9,0.942
COURSE_27,taikei_dou,33,923,62.2,72.7,0.835
COURSE_27,taikei_dou,331,40,219.5,80.6,0.302
COURSE_27,taikei_dou,332,1894,76.0,78.2,0.909
COURSE_27,taikei_dou,333,7127,73.4,73.3,0.973
