segment,segment_value,factors,bin_label,n,win_roi,place_roi,confidence
COURSE_27,02_ダ_短距離,prev1_chakujun,1.0,85,70.0,55.8,0.419
COURSE_27,02_ダ_短距離,prev1_chakujun,10.0,95,14.1,52.9,0.438
COURSE_27,02_ダ_短距離,prev1_chakujun,11.0,93,48.3,76.7,0.434
COURSE_27,02_ダ_短距離,prev1_chakujun,12.0,70,8.8,33.8,0.386
COURSE_27,02_ダ_短距離,prev1_chakujun,13.0,70,25.7,113.5,0.386
COURSE_27,02_ダ_短距離,prev1_chakujun,14.0,62,294.5,71.0,0.366
COURSE_27,02_ダ_短距離,prev1_chakujun,15.0,56,50.4,80.0,0.35
COURSE_27,02_ダ_短距離,prev1_chakujun,16.0,46,115.0,26.9,0.321
COURSE_27,02_ダ_短距離,prev1_chakujun,2.0,117,59.3,89.5,0.476
COURSE_27,02_ダ_短距離,prev1_chakujun,3.0,118,84.5,82.6,0.477
COURSE_27,02_ダ_短距離,prev1_chakujun,4.0,112,61.5,74.8,0.468
COURSE_27,02_ダ_短距離,prev1_chakujun,5.0,105,60.4,98.1,0.456
COURSE_27,02_ダ_短距離,prev1_chakujun,6.0,113,41.9,61.5,0.469
COURSE_27,02_ダ_短距離,prev1_chakujun,7.0,99,65.8,84.8,0.445
COURSE_27,02_ダ_短距離,prev1_chakujun,8.0,117,49.5,76.0,0.476
COURSE_27,02_ダ_短距離,prev1_chakujun,9.0,127,147.9,67.2,0.491
