factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
kyori_tekisei,距離適性,code,3,3567,74.09,0.13,73.95,False
kyori_kubun,距離区分,code,4,3700,75.16,2.13,73.07,False
pace_yoso,ペース予想,code,3,3700,74.92,1.92,72.75,False
manken_shirushi,万券印,code,8,2415,76.36,5.86,72.29,False
bataiju_zogen,馬体重増減,numeric,9,3155,76.8,7.44,71.93,False
pace_shisu_juni,ペース指数順位,numeric,12,3380,74.2,5.5,71.09,False
omo_tekisei_code,重適性,code,3,3670,75.41,3.86,71.04,False
rotation_bin,ローテーションビン,code,7,3613,74.1,4.84,70.51,False
ichi_shisu_juni,位置指数順位,numeric,12,3389,74.89,8.08,70.32,False
manken_shisu_decile,万券指数10分位,code,7,3446,74.36,6.38,69.64,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,3680,74.2,7.26,69.16,False
ls_shisu_juni,LS指数順位,numeric,8,3598,73.09,5.85,69.03,False
ten_shisu_juni,テン指数順位,numeric,12,3363,74.92,10.67,68.88,False
class_code,クラスコード,code,5,3605,74.26,6.35,68.69,False
kishu_minarai_code,騎手見習,code,3,3633,72.06,2.98,68.69,False
kyori_tekisei_2,距離適性2,code,3,580,82.46,12.59,68.21,False
bataiju,馬体重,numeric,6,652,80.0,15.51,67.59,False
agari_shisu_juni,上がり指数順位,numeric,12,3405,71.91,8.41,67.15,False
joho_shisu_decile,情報指数10分位,code,6,3700,73.11,7.68,66.97,False
hizume_code,蹄コード,code,8,3415,73.94,11.09,66.25,False
tenkai_kigo_code,展開記号,code,5,3700,73.95,9.22,65.87,False
kishu_shisu_decile,騎手指数10分位,code,9,3638,70.82,8.05,65.56,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,8,3560,70.96,8.97,64.74,False
gekiso_juni,激走順位,numeric,12,3433,71.68,12.56,64.58,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,11,3442,72.09,13.54,64.08,False
kyakushitsu,脚質,code,4,3700,72.06,8.21,64.01,False
shiba_tekisei_code,芝適性,code,3,3594,69.51,5.12,63.72,False
kyusha_shisu_decile,厩舎指数10分位,code,10,3700,69.98,10.73,63.33,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,9,3642,69.64,10.28,62.92,False
ninki_shisu_decile,人気指数10分位,code,9,3652,69.27,11.09,62.03,False
chokyo_shisu_decile,調教指数10分位,code,8,3555,69.76,12.95,60.78,False
sogo_shisu_decile,総合指数10分位,code,7,3653,70.31,13.7,60.16,False
idm_decile,IDM指数10分位,code,6,3625,70.48,13.85,59.39,False
uma_deokure_bin,馬出遅率ビン,code,5,3694,69.84,13.46,58.05,False
umakigo_code,馬記号,code,3,3690,65.78,24.69,37.84,False
