segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+hizume_code+idm_decile,manken_shirushi,keibajo_code,hizume_code,idm_decile,3,337,89.41,2.27,86.83,True
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+kyakushitsu+rotation_bin,manken_shirushi,keibajo_code,kyakushitsu,rotation_bin,4,415,85.99,0.64,85.37,True
SURFACE_2_ダ_条件戦,manken_shirushi+manken_shisu_decile+omo_tekisei_code+ichi_shisu_juni,manken_shirushi,manken_shisu_decile,omo_tekisei_code,ichi_shisu_juni,11,1335,89.56,7.28,85.26,True
SURFACE_2_ダ_条件戦,manken_shirushi+manken_shisu_decile+kyakushitsu+bataiju_zogen,manken_shirushi,manken_shisu_decile,kyakushitsu,bataiju_zogen,13,1655,89.29,8.33,84.76,True
SURFACE_2_ダ_条件戦,pace_yoso+manken_shisu_decile+rotation_bin+ichi_shisu_juni,pace_yoso,manken_shisu_decile,rotation_bin,ichi_shisu_juni,9,951,85.74,3.68,83.33,True
SURFACE_2_ダ_条件戦,manken_shirushi+kyori_kubun+manken_shisu_decile+bataiju_zogen,manken_shirushi,kyori_kubun,manken_shisu_decile,bataiju_zogen,36,4675,85.94,8.62,83.13,True
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+hizume_code+rotation_bin,manken_shirushi,keibajo_code,hizume_code,rotation_bin,8,886,87.79,7.24,82.77,True
SURFACE_2_ダ_条件戦,manken_shirushi+kyakushitsu+bataiju_zogen+idm_decile,manken_shirushi,kyakushitsu,bataiju_zogen,idm_decile,3,317,91.47,8.0,82.41,True
SURFACE_2_ダ_条件戦,hizume_code+kyakushitsu+omo_tekisei_code+bataiju,hizume_code,kyakushitsu,omo_tekisei_code,bataiju,5,535,90.36,9.24,82.26,True
SURFACE_2_ダ_条件戦,keibajo_code+omo_tekisei_code+ichi_shisu_juni+bataiju_zogen,keibajo_code,omo_tekisei_code,ichi_shisu_juni,bataiju_zogen,3,329,83.17,0.96,82.09,True
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+manken_shisu_decile+bataiju_zogen,manken_shirushi,keibajo_code,manken_shisu_decile,bataiju_zogen,3,378,91.21,8.4,81.7,True
SURFACE_2_ダ_条件戦,manken_shirushi+kyori_kubun+hizume_code+bataiju_zogen,manken_shirushi,kyori_kubun,hizume_code,bataiju_zogen,13,1529,85.54,7.15,81.66,True
SURFACE_2_ダ_条件戦,pace_yoso+keibajo_code+ichi_shisu_juni+bataiju_zogen,pace_yoso,keibajo_code,ichi_shisu_juni,bataiju_zogen,4,426,84.87,3.79,81.16,True
SURFACE_2_ダ_条件戦,manken_shirushi+hizume_code+rotation_bin+idm_decile,manken_shirushi,hizume_code,rotation_bin,idm_decile,3,332,87.09,5.45,80.92,True
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+manken_shisu_decile+rotation_bin,manken_shirushi,keibajo_code,manken_shisu_decile,rotation_bin,17,2080,84.93,9.04,80.64,True
SURFACE_2_ダ_条件戦,manken_shirushi+hizume_code+omo_tekisei_code+ichi_shisu_juni,manken_shirushi,hizume_code,omo_tekisei_code,ichi_shisu_juni,10,1058,84.39,6.27,80.5,True
SURFACE_2_ダ_条件戦,manken_shirushi+kyori_kubun+bataiju_zogen+sogo_shisu_decile,manken_shirushi,kyori_kubun,bataiju_zogen,sogo_shisu_decile,4,451,89.49,9.19,80.49,True
SURFACE_2_ダ_条件戦,uma_deokure_bin+manken_shirushi+hizume_code+ichi_shisu_juni,uma_deokure_bin,manken_shirushi,hizume_code,ichi_shisu_juni,3,317,81.77,1.13,80.49,True
SURFACE_2_ダ_条件戦,hizume_code+kyakushitsu+ichi_shisu_juni+bataiju_zogen,hizume_code,kyakushitsu,ichi_shisu_juni,bataiju_zogen,14,1662,81.68,2.38,80.43,True
SURFACE_2_ダ_条件戦,pace_yoso+manken_shirushi+keibajo_code+hizume_code,pace_yoso,manken_shirushi,keibajo_code,hizume_code,39,4993,83.35,9.34,80.41,True
SURFACE_2_ダ_条件戦,manken_shirushi+keibajo_code+hizume_code+kyakushitsu,manken_shirushi,keibajo_code,hizume_code,kyakushitsu,17,1954,85.22,10.5,80.23,True
