segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_左回り平坦U字_ダ,bataiju_zogen+umakigo_code+omo_tekisei_code+kyakushitsu,bataiju_zogen,umakigo_code,omo_tekisei_code,kyakushitsu,4,450,83.59,2.59,81.05,True
COURSE_27_左回り平坦U字_ダ,umakigo_code+kijun_ninkijun_tansho+omo_tekisei_code+kyakushitsu,umakigo_code,kijun_ninkijun_tansho,omo_tekisei_code,kyakushitsu,3,314,85.83,5.5,79.6,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+da_tekisei_code+kishu_minarai_code+kijun_ninkijun_tansho,joken_class_code,da_tekisei_code,kishu_minarai_code,kijun_ninkijun_tansho,4,426,79.85,1.76,78.12,False
COURSE_27_左回り平坦U字_ダ,da_tekisei_code+uma_deokure_bin+kyori_tekisei+agari_shisu_juni,da_tekisei_code,uma_deokure_bin,kyori_tekisei,agari_shisu_juni,3,374,80.95,3.06,77.48,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+umakigo_code+omo_tekisei_code+ichi_shisu_juni,joken_class_code,umakigo_code,omo_tekisei_code,ichi_shisu_juni,5,539,85.92,9.96,77.19,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+uma_deokure_bin+manken_shisu_decile+omo_tekisei_code,joken_class_code,uma_deokure_bin,manken_shisu_decile,omo_tekisei_code,5,578,79.3,2.75,76.89,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+uma_deokure_bin+manken_shisu_decile+kishu_minarai_code,joken_class_code,uma_deokure_bin,manken_shisu_decile,kishu_minarai_code,3,368,78.69,2.67,75.67,False
COURSE_27_左回り平坦U字_ダ,da_tekisei_code+kijun_ninkijun_tansho+kyori_tekisei+kyakushitsu,da_tekisei_code,kijun_ninkijun_tansho,kyori_tekisei,kyakushitsu,5,674,80.37,5.37,75.67,False
COURSE_27_左回り平坦U字_ダ,da_tekisei_code+uma_deokure_bin+kijun_ninkijun_tansho+kyori_tekisei,da_tekisei_code,uma_deokure_bin,kijun_ninkijun_tansho,kyori_tekisei,3,366,81.69,5.6,75.35,False
COURSE_27_左回り平坦U字_ダ,da_tekisei_code+bataiju_zogen+kishu_minarai_code+kyori_tekisei,da_tekisei_code,bataiju_zogen,kishu_minarai_code,kyori_tekisei,8,1450,76.98,4.35,73.97,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+umakigo_code+kyakushitsu+ichi_shisu_juni,joken_class_code,umakigo_code,kyakushitsu,ichi_shisu_juni,13,1735,79.57,10.68,73.76,False
COURSE_27_左回り平坦U字_ダ,uma_deokure_bin+uma_start_shisu_decile+umakigo_code+hizume_code,uma_deokure_bin,uma_start_shisu_decile,umakigo_code,hizume_code,4,632,80.18,6.65,73.66,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+uma_deokure_bin+bataiju_zogen+umakigo_code,joken_class_code,uma_deokure_bin,bataiju_zogen,umakigo_code,10,1389,77.05,5.55,73.61,False
COURSE_27_左回り平坦U字_ダ,manken_shirushi+da_tekisei_code+umakigo_code+kyakushitsu,manken_shirushi,da_tekisei_code,umakigo_code,kyakushitsu,8,883,79.02,8.43,73.18,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+kishu_minarai_code+kijun_ninkijun_tansho+kyori_tekisei,joken_class_code,kishu_minarai_code,kijun_ninkijun_tansho,kyori_tekisei,3,317,79.39,5.68,72.96,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+umakigo_code+hizume_code+rotation_bin,joken_class_code,umakigo_code,hizume_code,rotation_bin,6,678,81.48,11.29,72.44,False
COURSE_27_左回り平坦U字_ダ,uma_start_shisu_decile+ls_shisu_juni+kishu_minarai_code+kyori_tekisei,uma_start_shisu_decile,ls_shisu_juni,kishu_minarai_code,kyori_tekisei,3,402,73.45,0.99,72.34,False
COURSE_27_左回り平坦U字_ダ,manken_shirushi+da_tekisei_code+kyori_tekisei+kyakushitsu,manken_shirushi,da_tekisei_code,kyori_tekisei,kyakushitsu,6,682,78.37,7.6,72.29,False
COURSE_27_左回り平坦U字_ダ,manken_shirushi+joken_class_code+umakigo_code+kyori_tekisei,manken_shirushi,joken_class_code,umakigo_code,kyori_tekisei,16,2204,75.09,5.73,72.28,False
COURSE_27_左回り平坦U字_ダ,joken_class_code+kishu_minarai_code+hizume_code+omo_tekisei_code,joken_class_code,kishu_minarai_code,hizume_code,omo_tekisei_code,5,743,77.91,6.44,72.26,False
