combo,combo_ja,phases,n_segments,n_bins_total,max_n_horses,min_n_horses,all_bin_keys_le20,sample_bin_keys,bin_type_primary,current_bin_rule
omo_tekisei_code+agari_shisu_juni+kijun_ninkijun_tansho,重適性＋上がり指数順位＋基準人気順単勝,3,1,697,158,1,(697個),"0|1.0|1, 0|1.0|2, 0|1.0|4, 0|1.0|5, 0|1.0|6, 0|10.0|10, 0|10.0|11, 0|10.0|12, 0|10.0|13, 0|10.0|14",categorical,カテゴリ値そのままビン化
omo_tekisei_code+hizume_code+ichi_shisu_juni,重適性＋蹄コード＋位置指数順位,3,1,368,143,1,(368個),"0|18|12.0, 0|19|11.0, 1|06|17.0, 1|06|3.0, 2|01|3.0, 2|02|1.0, 2|02|10.0, 2|02|11.0, 2|02|12.0, 2|02|2.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+ichi_shisu_juni+kijun_ninkijun_tansho,重適性＋位置指数順位＋基準人気順単勝,3,1,629,154,1,(629個),"0|1.0|1, 0|1.0|10, 0|1.0|11, 0|1.0|12, 0|1.0|13, 0|1.0|14, 0|1.0|15, 0|1.0|16, 0|1.0|2, 0|1.0|3",categorical,カテゴリ値そのままビン化
omo_tekisei_code+ichi_shisu_juni+pace_shisu_juni,重適性＋位置指数順位＋ペース指数順位,3,1,903,186,1,(903個),"0|1.0|1.0, 0|1.0|10.0, 0|1.0|2.0, 0|1.0|3.0, 0|1.0|4.0, 0|1.0|5.0, 0|1.0|6.0, 0|1.0|7.0, 0|1.0|8.0, 0|1.0|9.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+joken_class_code+agari_shisu_juni+uma_deokure_ritsu,重適性＋条件クラス＋上がり指数順位＋馬出遅率,4,1,4516,111,1,(4516個),"0|0|15.0|99.9, 0|0|2.0|99.9, 0|0|3.0|0.0, 0|0|4.0|0.0, 0|0|5.0|0.0, 0|0|9.0|0.0, 0|1|17.0|0.0, 0|1|4.0|0.0, 1|0|5.0|0.0, 1|0|8.0|0.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+joken_class_code+nyukyu_nannichimae+umakigo_code,重適性＋条件クラス＋入厩何日前＋馬記号,4,1,857,144,1,(857個),"0|0|100.0|00, 0|0|123.0|00, 0|0|15.0|00, 0|0|15.0|06, 0|0|18.0|00, 0|0|19.0|00, 0|0|22.0|00, 0|0|23.0|00, 0|0|24.0|00, 0|0|25.0|00",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,重適性＋基準人気順単勝＋激走順位,3,2,787,292,1,(787個),"0|10|10.0, 0|10|11.0, 0|10|12.0, 0|10|13.0, 0|10|14.0, 0|10|15.0, 0|10|2.0, 0|10|3.0, 0|10|4.0, 0|10|6.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kyori_kubun+hizume_code,重適性＋距離区分＋蹄コード,3,1,113,184,1,(113個),"1|中距離|01, 1|中距離|02, 1|中距離|03, 1|中距離|04, 1|中距離|09, 1|中距離|10, 1|中距離|11, 1|中距離|12, 1|中距離|21, 1|中距離|22",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kyori_tekisei+ichi_shisu_juni+hizume_code,重適性＋距離適性＋位置指数順位＋蹄コード,4,1,1347,152,1,(1347個),"1|1|1.0|01, 1|1|1.0|02, 1|1|1.0|03, 1|1|1.0|04, 1|1|1.0|22, 1|1|1.0|23, 1|1|10.0|04, 1|1|10.0|22, 1|1|11.0|22, 1|1|12.0|23",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kyori_tekisei+kijun_ninkijun_tansho,重適性＋距離適性＋基準人気順単勝,3,1,245,120,1,(245個),"0|5|9, 1|0|1, 1|0|10, 1|0|11, 1|0|12, 1|0|13, 1|0|15, 1|0|16, 1|0|2, 1|0|3",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kyori_tekisei+kyakushitsu+uma_start_shisu,重適性＋距離適性＋脚質＋馬スタート指数,4,1,588,133,1,(588個),"1|0|1|-0.3, 1|0|1|0.2, 1|0|1|0.4, 1|0|2|-0.1, 1|0|2|-0.3, 1|0|2|0.0, 1|0|2|0.3, 1|0|3|-0.1, 1|0|3|-0.3, 1|0|3|-0.4",categorical,カテゴリ値そのままビン化
omo_tekisei_code+kyori_tekisei+ten_shisu_juni,重適性＋距離適性＋テン指数順位,3,1,191,135,1,(191個),"0|0|1.0, 0|0|10.0, 0|0|11.0, 0|0|12.0, 0|0|13.0, 0|0|14.0, 0|0|15.0, 0|0|16.0, 0|0|2.0, 0|0|3.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+manken_shirushi+agari_shisu_juni,重適性＋万券印＋上がり指数順位,3,1,447,123,1,(447個),"0|1|10.0, 0|1|2.0, 0|1|3.0, 0|1|4.0, 0|1|5.0, 0|1|6.0, 0|1|7.0, 0|1|8.0, 0|1|9.0, 0|2|1.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+manken_shirushi+gekiso_juni,重適性＋万券印＋激走順位,3,1,347,194,1,(347個),"0|1|1.0, 0|1|12.0, 0|1|2.0, 0|1|3.0, 0|1|4.0, 0|1|5.0, 0|1|6.0, 0|2|1.0, 0|2|14.0, 0|2|2.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+manken_shirushi+hizume_code+kyori_tekisei,重適性＋万券印＋蹄コード＋距離適性,4,1,1088,107,1,(1088個),"0|4|10|2, 0|7|23|0, 1|1|01|1, 1|1|01|2, 1|1|01|5, 1|1|02|0, 1|1|02|1, 1|1|02|2, 1|1|02|5, 1|1|03|0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+manken_shirushi+joshodo_code+agari_shisu_juni,重適性＋万券印＋上昇度＋上がり指数順位,4,1,637,122,1,(637個),"0|1|0|10.0, 0|1|0|2.0, 0|1|0|3.0, 0|1|0|4.0, 0|1|0|5.0, 0|1|0|6.0, 0|1|0|7.0, 0|1|0|8.0, 0|1|0|9.0, 0|1|3|4.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+manken_shirushi+kyori_tekisei+hizume_code,重適性＋万券印＋距離適性＋蹄コード,4,1,773,148,1,(773個),"1|1|1|03, 1|1|1|04, 1|1|1|21, 1|1|1|22, 1|1|1|23, 1|1|2|02, 1|1|2|03, 1|1|2|21, 1|1|2|22, 1|1|2|23",categorical,カテゴリ値そのままビン化
omo_tekisei_code+pace_shisu_juni+kyori_tekisei,重適性＋ペース指数順位＋距離適性,3,1,192,116,1,(192個),"0|1.0|0, 0|1.0|1, 0|1.0|5, 0|10.0|0, 0|10.0|1, 0|13.0|0, 0|13.0|2, 0|15.0|1, 0|16.0|0, 0|17.0|0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+pace_shisu_juni+ten_shisu_juni,重適性＋ペース指数順位＋テン指数順位,3,1,649,296,1,(649個),"0|1.0|1.0, 0|1.0|2.0, 0|1.0|4.0, 0|10.0|12.0, 0|11.0|11.0, 0|11.0|12.0, 0|11.0|13.0, 0|11.0|15.0, 0|11.0|9.0, 0|12.0|13.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+pace_shisu_juni+uma_start_shisu,重適性＋ペース指数順位＋馬スタート指数,3,1,640,112,1,(640個),"0|1.0|0.0, 0|11.0|0.0, 0|12.0|0.0, 0|13.0|-1.0, 0|14.0|0.0, 0|16.0|-1.0, 0|2.0|0.0, 0|3.0|-1.0, 0|3.0|0.0, 0|5.0|0.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+pace_yoso+rotation+ichi_shisu_juni,重適性＋ペース予想＋ローテーション＋位置指数順位,4,1,2614,114,1,(2614個),"0|H|0.0|11.0, 0|H|1.0|10.0, 0|H|1.0|5.0, 0|H|15.0|10.0, 0|H|2.0|12.0, 0|H|23.0|1.0, 0|H|25.0|14.0, 0|H|25.0|2.0, 0|H|3.0|14.0, 0|H|3.0|4.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+rotation+ten_shisu_juni,重適性＋ローテーション＋テン指数順位,3,1,784,121,1,(784個),"0|0.0|12.0, 0|0.0|16.0, 0|0.0|8.0, 0|1.0|14.0, 0|1.0|6.0, 0|1.0|7.0, 0|1.0|8.0, 0|2.0|12.0, 0|22.0|12.0, 0|23.0|7.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+ten_shisu_juni+joshodo_code+kyakushitsu,重適性＋テン指数順位＋上昇度＋脚質,4,1,323,107,1,(323個),"0|1.0|0|0, 0|10.0|0|0, 0|12.0|0|0, 0|14.0|0|0, 0|14.0|3|4, 0|15.0|3|3, 0|2.0|0|0, 0|3.0|0|0, 0|4.0|0|0, 0|5.0|0|0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+ten_shisu_juni+kyakushitsu,重適性＋テン指数順位＋脚質,3,1,199,109,1,(199個),"0|11.0|2, 0|11.0|4, 0|5.0|2, 0|8.0|2, 0|8.0|3, 1|1.0|1, 1|1.0|2, 1|1.0|3, 1|10.0|1, 1|10.0|2",categorical,カテゴリ値そのままビン化
omo_tekisei_code+ten_shisu_juni+pace_shisu_juni,重適性＋テン指数順位＋ペース指数順位,3,1,797,288,1,(797個),"0|1.0|1.0, 0|1.0|9.0, 0|10.0|10.0, 0|10.0|11.0, 0|10.0|13.0, 0|10.0|5.0, 0|10.0|7.0, 0|11.0|11.0, 0|11.0|15.0, 0|11.0|8.0",categorical,カテゴリ値そのままビン化
omo_tekisei_code+uma_deokure_ritsu+kyakushitsu,重適性＋馬出遅率＋脚質,3,1,441,167,1,(441個),"1|0.0|1, 1|0.0|2, 1|0.0|3, 1|0.0|4, 1|10.0|2, 1|10.0|3, 1|10.0|4, 1|11.0|2, 1|11.0|3, 1|11.0|4",categorical,カテゴリ値そのままビン化
omo_tekisei_code+uma_deokure_ritsu+kyori_tekisei,重適性＋馬出遅率＋距離適性,3,1,597,218,1,(597個),"1|0.0|0, 1|0.0|1, 1|0.0|2, 1|0.0|5, 1|10.0|1, 1|10.0|2, 1|10.0|5, 1|11.0|1, 1|11.0|2, 1|11.0|5",categorical,カテゴリ値そのままビン化
omo_tekisei_code+uma_start_shisu+kyakushitsu+uma_deokure_ritsu,重適性＋馬スタート指数＋脚質＋馬出遅率,4,1,974,173,1,(974個),"0|-1.0|3|0.0, 1|-0.1|2|60.0, 1|0.4|2|50.0, 2|-0.1|1|14.0, 2|-0.1|1|17.0, 2|-0.1|1|8.0, 2|-0.1|2|0.0, 2|-0.1|2|10.0, 2|-0.1|2|12.0, 2|-0.1|2|17.0",categorical,カテゴリ値そのままビン化
pace_shisu_juni,ペース指数順位,1,1,18,118,16,"1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0","1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0",rank_bucket,数値そのままビン化
pace_shisu_juni+gekiso_juni,ペース指数順位＋激走順位,2,5,324,224,1,(324個),"1.0|1.0, 1.0|10.0, 1.0|11.0, 1.0|12.0, 1.0|13.0, 1.0|14.0, 1.0|15.0, 1.0|16.0, 1.0|17.0, 1.0|18.0",rank_bucket,数値そのままビン化
pace_shisu_juni+ichi_shisu_juni+agari_shisu_juni,ペース指数順位＋位置指数順位＋上がり指数順位,3,1,2406,178,1,(2406個),"1.0|1.0|1.0, 1.0|1.0|10.0, 1.0|1.0|11.0, 1.0|1.0|12.0, 1.0|1.0|13.0, 1.0|1.0|14.0, 1.0|1.0|15.0, 1.0|1.0|16.0, 1.0|1.0|17.0, 1.0|1.0|18.0",rank_bucket,数値そのままビン化
pace_shisu_juni+ichi_shisu_juni+kakutoku_shokin_ruikei+agari_shisu_juni,ペース指数順位＋位置指数順位＋獲得賞金累計＋上がり指数順位,4,1,4574,178,1,(4574個),"1.0|1.0|0|1.0, 1.0|1.0|0|10.0, 1.0|1.0|0|11.0, 1.0|1.0|0|12.0, 1.0|1.0|0|14.0, 1.0|1.0|0|15.0, 1.0|1.0|0|16.0, 1.0|1.0|0|18.0, 1.0|1.0|0|2.0, 1.0|1.0|0|3.0",rank_bucket,数値そのままビン化
pace_shisu_juni+kijun_ninkijun_tansho,ペース指数順位＋基準人気順単勝,2,1,255,128,1,(255個),"1.0|1, 1.0|10, 1.0|11, 1.0|12, 1.0|13, 1.0|14, 1.0|15, 1.0|16, 1.0|2, 1.0|3",rank_bucket,数値そのままビン化
pace_shisu_juni+tenkai_kigo_code+kyakushitsu,ペース指数順位＋展開記号＋脚質,3,1,239,123,1,(239個),"1.0|0|2, 1.0|0|3, 1.0|0|4, 1.0|1|1, 1.0|2|3, 1.0|2|4, 1.0|3|2, 1.0|3|3, 1.0|3|4, 1.0|4|2",rank_bucket,数値そのままビン化
pace_shisu_juni+uma_deokure_ritsu+kyakushitsu,ペース指数順位＋馬出遅率＋脚質,3,1,1366,112,1,(1366個),"1.0|0.0|1, 1.0|0.0|2, 1.0|0.0|3, 1.0|0.0|4, 1.0|10.0|1, 1.0|10.0|2, 1.0|10.0|3, 1.0|11.0|1, 1.0|11.0|2, 1.0|12.0|1",rank_bucket,数値そのままビン化
pace_yoso+agari_shisu_juni+pace_shisu_juni+umakigo_code,ペース予想＋上がり指数順位＋ペース指数順位＋馬記号,4,1,1502,134,1,(1502個),"H|1.0|1.0|00, H|1.0|10.0|00, H|1.0|10.0|05, H|1.0|11.0|00, H|1.0|11.0|06, H|1.0|12.0|00, H|1.0|12.0|05, H|1.0|12.0|06, H|1.0|13.0|00, H|1.0|13.0|05",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+class_code+idm+tenkai_kigo_code,ペース予想＋クラスコード＋IDM指数＋展開記号,4,1,3566,111,1,(3566個),"H|03|46.4|4, H|03|53.0|4, H|04|35.2|4, H|04|36.0|4, H|04|45.0|4, H|04|49.9|4, H|04|54.0|4, H|04|56.0|3, H|04|56.1|3, H|04|57.0|0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+class_code+kishu_kitai_rentai_ritsu,ペース予想＋クラスコード＋騎手期待連対率,3,1,1341,156,1,(1341個),"H|04|1.8, H|04|1.9, H|04|11.0, H|04|11.4, H|04|11.7, H|04|12.1, H|04|12.3, H|04|13.5, H|04|20.8, H|04|22.9",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+hizume_code+ten_shisu_juni,ペース予想＋蹄コード＋テン指数順位,3,1,587,120,1,(587個),"H|01|1.0, H|01|10.0, H|01|11.0, H|01|15.0, H|01|2.0, H|01|4.0, H|01|7.0, H|01|8.0, H|02|1.0, H|02|10.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+ichi_shisu_juni+pace_shisu_juni,ペース予想＋位置指数順位＋ペース指数順位,3,1,506,208,1,(506個),"H|1.0|1.0, H|1.0|10.0, H|1.0|11.0, H|1.0|12.0, H|1.0|13.0, H|1.0|2.0, H|1.0|3.0, H|1.0|4.0, H|1.0|5.0, H|1.0|6.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+joken_class_code+idm+shiba_tekisei_code,ペース予想＋条件クラス＋IDM指数＋芝適性,4,1,2902,109,1,(2902個),"H|0|10.0|2, H|0|10.7|3, H|0|11.0|3, H|0|12.2|3, H|0|13.3|3, H|0|13.8|3, H|0|14.3|3, H|0|15.0|3, H|0|16.0|3, H|0|17.0|3",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+joken_class_code+omo_tekisei_code+nyukyu_nannichimae,ペース予想＋条件クラス＋重適性＋入厩何日前,4,1,945,108,1,(945個),"H|0|0|10.0, H|0|0|17.0, H|0|0|24.0, H|0|0|29.0, H|0|0|30.0, H|0|0|31.0, H|0|0|37.0, H|0|0|45.0, H|0|0|46.0, H|0|0|52.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kijun_ninkijun_tansho+gekiso_juni,ペース予想＋基準人気順単勝＋激走順位,3,2,730,268,1,(730個),"H|10|1.0, H|10|10.0, H|10|11.0, H|10|12.0, H|10|13.0, H|10|14.0, H|10|15.0, H|10|16.0, H|10|2.0, H|10|3.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyakushitsu+ichi_shisu_juni+hizume_code,ペース予想＋脚質＋位置指数順位＋蹄コード,4,1,1368,126,1,(1368個),"H|0|10.0|10, H|1|1.0|01, H|1|1.0|02, H|1|1.0|03, H|1|1.0|04, H|1|1.0|06, H|1|1.0|09, H|1|1.0|10, H|1|1.0|11, H|1|1.0|12",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyakushitsu+kijun_ninkijun_tansho,ペース予想＋脚質＋基準人気順単勝,3,1,163,120,1,(163個),"H|0|10, H|0|12, H|0|6, H|0|8, H|0|9, H|1|1, H|1|10, H|1|11, H|1|12, H|1|2",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyakushitsu+kyori_tekisei+hizume_code,ペース予想＋脚質＋距離適性＋蹄コード,4,1,606,146,1,(606個),"H|1|0|03, H|1|0|04, H|1|0|10, H|1|0|11, H|1|0|17, H|1|0|18, H|1|0|19, H|1|0|21, H|1|0|22, H|1|0|23",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyori_kubun+gekiso_juni,ペース予想＋距離区分＋激走順位,3,1,102,107,2,(102個),"H|中距離|1.0, H|中距離|10.0, H|中距離|11.0, H|中距離|12.0, H|中距離|13.0, H|中距離|14.0, H|中距離|2.0, H|中距離|3.0, H|中距離|4.0, H|中距離|5.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyori_kubun+kyakushitsu+uma_deokure_ritsu,ペース予想＋距離区分＋脚質＋馬出遅率,4,1,537,156,1,(537個),"H|中距離|1|0.0, H|中距離|1|11.0, H|中距離|1|12.0, H|中距離|1|14.0, H|中距離|1|17.0, H|中距離|1|20.0, H|中距離|1|33.0, H|中距離|1|40.0, H|中距離|1|50.0, H|中距離|1|60.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+kyori_tekisei+hizume_code+ls_shisu_juni,ペース予想＋距離適性＋蹄コード＋LS指数順位,4,1,989,180,1,(989個),"H|0|01|7.0, H|0|02|1.0, H|0|02|2.0, H|0|02|4.0, H|0|02|5.0, H|0|02|6.0, H|0|02|7.0, H|0|02|8.0, H|0|02|9.0, H|0|03|1.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+agari_shisu_juni,ペース予想＋万券印＋上がり指数順位,3,1,396,129,1,(396個),"H|1|1.0, H|1|10.0, H|1|11.0, H|1|12.0, H|1|13.0, H|1|14.0, H|1|15.0, H|1|16.0, H|1|2.0, H|1|3.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+hizume_code,ペース予想＋万券印＋蹄コード,3,1,328,129,1,(328個),"H|1|01, H|1|02, H|1|03, H|1|06, H|1|09, H|1|10, H|1|11, H|1|12, H|1|18, H|1|19",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+joken_class_code+omo_tekisei_code,ペース予想＋万券印＋条件クラス＋重適性,4,1,251,115,1,(251個),"H|1|0|1, H|1|0|2, H|1|0|3, H|1|1|1, H|1|1|2, H|1|1|3, H|1|2|1, H|1|2|2, H|1|2|3, H|1|3|1",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+keibajo_code+hizume_code,ペース予想＋万券印＋競馬場＋蹄コード,4,1,3226,206,1,(3226個),"H|1|01|01, H|1|01|02, H|1|01|03, H|1|01|04, H|1|01|06, H|1|01|07, H|1|01|09, H|1|01|10, H|1|01|11, H|1|01|17",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+kijun_ninkijun_tansho,ペース予想＋万券印＋基準人気順単勝,3,1,348,142,1,(348個),"H|1|1, H|1|10, H|1|11, H|1|12, H|1|13, H|1|16, H|1|2, H|1|3, H|1|4, H|1|5",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+kishu_shisu,ペース予想＋万券印＋騎手指数,3,1,782,111,1,(782個),"H|1|0.1, H|1|0.2, H|1|0.3, H|1|0.4, H|1|0.5, H|1|0.6, H|1|0.7, H|1|0.8, H|1|0.9, H|1|1.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+kishu_shisu+joshodo_code,ペース予想＋万券印＋騎手指数＋上昇度,4,1,1237,110,1,(1237個),"H|1|0.1|3, H|1|0.2|3, H|1|0.3|3, H|1|0.4|3, H|1|0.4|5, H|1|0.5|3, H|1|0.6|3, H|1|0.7|3, H|1|0.8|2, H|1|0.8|3",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+kyakushitsu,ペース予想＋万券印＋脚質,3,1,117,106,1,(117個),"H|1|1, H|1|2, H|1|3, H|1|4, H|2|0, H|2|1, H|2|2, H|2|3, H|2|4, H|3|1",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+kyakushitsu+joshodo_code,ペース予想＋万券印＋脚質＋上昇度,4,1,177,103,1,(177個),"H|1|1|0, H|1|1|3, H|1|2|3, H|1|2|5, H|1|3|2, H|1|3|3, H|1|4|2, H|1|4|3, H|1|4|5, H|2|0|0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+pace_shisu_juni,ペース予想＋万券印＋ペース指数順位,3,1,413,132,1,(413個),"H|1|1.0, H|1|10.0, H|1|11.0, H|1|12.0, H|1|13.0, H|1|14.0, H|1|15.0, H|1|16.0, H|1|17.0, H|1|2.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+ten_shisu_juni,ペース予想＋万券印＋テン指数順位,3,1,425,150,1,(425個),"H|1|1.0, H|1|10.0, H|1|11.0, H|1|12.0, H|1|13.0, H|1|14.0, H|1|15.0, H|1|16.0, H|1|17.0, H|1|18.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+manken_shirushi+tenkai_kigo_code+agari_shisu_juni,ペース予想＋万券印＋展開記号＋上がり指数順位,4,1,874,120,1,(874個),"H|1|0|10.0, H|1|0|11.0, H|1|0|12.0, H|1|0|13.0, H|1|0|14.0, H|1|0|15.0, H|1|0|16.0, H|1|0|4.0, H|1|0|5.0, H|1|0|6.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+omo_tekisei_code+da_tekisei_code+gekiso_juni,ペース予想＋重適性＋ダ適性＋激走順位,4,1,247,116,1,(247個),"H|1|1|1.0, H|1|1|10.0, H|1|1|11.0, H|1|1|12.0, H|1|1|13.0, H|1|1|14.0, H|1|1|2.0, H|1|1|3.0, H|1|1|4.0, H|1|1|5.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+omo_tekisei_code+hizume_code+pace_shisu_juni,ペース予想＋重適性＋蹄コード＋ペース指数順位,4,1,1092,140,1,(1092個),"H|1|01|1.0, H|1|01|7.0, H|1|02|1.0, H|1|02|11.0, H|1|02|2.0, H|1|02|3.0, H|1|02|4.0, H|1|02|5.0, H|1|02|6.0, H|1|02|7.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+omo_tekisei_code+manken_shirushi+uma_start_shisu,ペース予想＋重適性＋万券印＋馬スタート指数,4,1,1108,112,1,(1108個),"H|0|1|0.0, H|0|2|-0.3, H|0|2|-1.0, H|0|3|0.0, H|0|4|-1.0, H|0|5|-1.0, H|0|5|0.0, H|0|6|-0.3, H|1|1|-0.1, H|1|1|-0.2",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+pace_shisu+hizume_code,ペース予想＋ペース指数＋蹄コード,3,1,15690,107,1,(15690個),"H|-0.1|01, H|-0.1|02, H|-0.1|03, H|-0.1|04, H|-0.1|06, H|-0.1|07, H|-0.1|08, H|-0.1|09, H|-0.1|10, H|-0.1|11",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+pace_shisu_juni+class_code,ペース予想＋ペース指数順位＋クラスコード,3,1,128,108,1,(128個),"H|1.0|15, H|1.0|18, H|1.0|37, H|1.0|38, H|10.0|18, H|10.0|37, H|10.0|38, H|11.0|18, H|11.0|35, H|11.0|37",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+pace_shisu_juni+gekiso_juni,ペース予想＋ペース指数順位＋激走順位,3,1,869,154,1,(869個),"H|1.0|1.0, H|1.0|10.0, H|1.0|11.0, H|1.0|12.0, H|1.0|13.0, H|1.0|14.0, H|1.0|15.0, H|1.0|16.0, H|1.0|2.0, H|1.0|3.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+pace_shisu_juni+uma_deokure_ritsu,ペース予想＋ペース指数順位＋馬出遅率,3,1,1096,105,1,(1096個),"H|1.0|0.0, H|1.0|10.0, H|1.0|11.0, H|1.0|12.0, H|1.0|14.0, H|1.0|15.0, H|1.0|16.0, H|1.0|17.0, H|1.0|19.0, H|1.0|20.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+rotation+gekiso_juni,ペース予想＋ローテーション＋激走順位,3,1,984,195,1,(984個),"H|0.0|1.0, H|0.0|10.0, H|0.0|11.0, H|0.0|12.0, H|0.0|13.0, H|0.0|14.0, H|0.0|16.0, H|0.0|2.0, H|0.0|3.0, H|0.0|4.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+rotation+hizume_code+kyakushitsu,ペース予想＋ローテーション＋蹄コード＋脚質,4,1,1434,117,1,(1434個),"H|0.0|02|1, H|0.0|02|2, H|0.0|02|3, H|0.0|02|4, H|0.0|03|2, H|0.0|03|3, H|0.0|03|4, H|0.0|04|2, H|0.0|09|4, H|0.0|10|1",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+rotation+kyakushitsu+hizume_code,ペース予想＋ローテーション＋脚質＋蹄コード,4,1,1999,139,1,(1999個),"H|0.0|1|03, H|0.0|1|10, H|0.0|1|11, H|0.0|1|19, H|0.0|1|21, H|0.0|1|22, H|0.0|2|02, H|0.0|2|03, H|0.0|2|10, H|0.0|2|11",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+rotation+ten_shisu_juni,ペース予想＋ローテーション＋テン指数順位,3,1,999,141,1,(999個),"H|0.0|1.0, H|0.0|10.0, H|0.0|11.0, H|0.0|12.0, H|0.0|13.0, H|0.0|14.0, H|0.0|15.0, H|0.0|16.0, H|0.0|2.0, H|0.0|3.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+rotation+tenkai_kigo_code+agari_shisu_juni,ペース予想＋ローテーション＋展開記号＋上がり指数順位,4,1,1634,161,1,(1634個),"H|0.0|0|10.0, H|0.0|0|11.0, H|0.0|0|12.0, H|0.0|0|13.0, H|0.0|0|14.0, H|0.0|0|15.0, H|0.0|0|4.0, H|0.0|0|5.0, H|0.0|0|6.0, H|0.0|0|7.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+shiba_tekisei_code+kyakushitsu+ten_shisu_juni,ペース予想＋芝適性＋脚質＋テン指数順位,4,1,448,111,1,(448個),"H|1|1|1.0, H|1|1|13.0, H|1|1|2.0, H|1|1|3.0, H|1|1|4.0, H|1|1|5.0, H|1|1|6.0, H|1|1|7.0, H|1|1|8.0, H|1|1|9.0",categorical,ペース予想コード(1-5)そのままビン化
pace_yoso+ten_shisu_juni+pace_shisu_juni,ペース予想＋テン指数順位＋ペース指数順位,3,1,647,218,1,(647個),"H|1.0|1.0, H|1.0|10.0, H|1.0|11.0, H|1.0|12.0, H|1.0|13.0, H|1.0|14.0, H|1.0|15.0, H|1.0|2.0, H|1.0|3.0, H|1.0|4.0",categorical,ペース予想コード(1-5)そのままビン化
