segment,factors,factor1,factor2,factor3,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_01_ダ_中距離,pace_yoso+joken_class_code+agari_shisu_juni,pace_yoso,joken_class_code,agari_shisu_juni,9,946,86.24,11.21,78.91,False
COURSE_27_01_ダ_中距離,omo_tekisei_code+agari_shisu_juni+tenkai_kigo_code,omo_tekisei_code,agari_shisu_juni,tenkai_kigo_code,15,1853,85.38,13.27,78.66,False
COURSE_27_01_ダ_中距離,uma_start_shisu+kyakushitsu+kyori_tekisei,uma_start_shisu,kyakushitsu,kyori_tekisei,4,730,81.34,3.53,77.89,False
COURSE_27_01_ダ_中距離,pace_yoso+gekiso_juni+kyakushitsu,pace_yoso,gekiso_juni,kyakushitsu,3,315,81.71,3.4,77.85,False
COURSE_27_01_ダ_中距離,hizume_code+class_code+kyori_tekisei,hizume_code,class_code,kyori_tekisei,5,758,85.85,9.31,77.69,False
COURSE_27_01_ダ_中距離,kyakushitsu+agari_shisu_juni+tenkai_kigo_code,kyakushitsu,agari_shisu_juni,tenkai_kigo_code,14,1829,83.53,11.44,77.54,False
COURSE_27_01_ダ_中距離,joken_class_code+agari_shisu_juni+tenkai_kigo_code,joken_class_code,agari_shisu_juni,tenkai_kigo_code,14,2019,83.45,11.8,77.26,False
COURSE_27_01_ダ_中距離,pace_yoso+omo_tekisei_code+gekiso_juni,pace_yoso,omo_tekisei_code,gekiso_juni,3,317,83.91,6.0,77.12,False
COURSE_27_01_ダ_中距離,pace_yoso+hizume_code+kyori_tekisei,pace_yoso,hizume_code,kyori_tekisei,9,1919,79.59,4.58,76.6,False
COURSE_27_01_ダ_中距離,pace_yoso+ten_shisu_juni+kyori_tekisei,pace_yoso,ten_shisu_juni,kyori_tekisei,11,1318,79.26,4.82,76.4,False
COURSE_27_01_ダ_中距離,manken_shirushi+umakigo_code+kyori_tekisei,manken_shirushi,umakigo_code,kyori_tekisei,12,1846,82.09,10.32,76.25,False
COURSE_27_01_ダ_中距離,pace_yoso+joken_class_code+gekiso_juni,pace_yoso,joken_class_code,gekiso_juni,10,1060,81.46,8.98,75.9,False
COURSE_27_01_ダ_中距離,manken_shirushi+umakigo_code+tenkai_kigo_code,manken_shirushi,umakigo_code,tenkai_kigo_code,11,1644,83.44,13.13,75.68,False
COURSE_27_01_ダ_中距離,pace_yoso+ichi_shisu_juni+kyori_tekisei,pace_yoso,ichi_shisu_juni,kyori_tekisei,9,1282,80.23,7.03,75.63,False
COURSE_27_01_ダ_中距離,manken_shirushi+joken_class_code+umakigo_code,manken_shirushi,joken_class_code,umakigo_code,14,2286,80.52,9.68,75.45,False
COURSE_27_01_ダ_中距離,pace_yoso+rotation+umakigo_code,pace_yoso,rotation,umakigo_code,11,3150,80.18,8.47,75.17,False
COURSE_27_01_ダ_中距離,pace_yoso+manken_shirushi+umakigo_code,pace_yoso,manken_shirushi,umakigo_code,16,2855,79.23,8.31,75.16,False
COURSE_27_01_ダ_中距離,manken_shirushi+kyakushitsu+umakigo_code,manken_shirushi,kyakushitsu,umakigo_code,13,1587,82.53,13.81,75.03,False
COURSE_27_01_ダ_中距離,omo_tekisei_code+manken_shirushi+umakigo_code,omo_tekisei_code,manken_shirushi,umakigo_code,21,2581,79.84,11.8,74.79,False
COURSE_27_01_ダ_中距離,kyori_tekisei+agari_shisu_juni+tenkai_kigo_code,kyori_tekisei,agari_shisu_juni,tenkai_kigo_code,12,1733,82.56,13.82,74.73,False
COURSE_27_01_ダ_中距離,pace_yoso+hizume_code+kyakushitsu,pace_yoso,hizume_code,kyakushitsu,11,1899,79.69,8.5,74.66,False
COURSE_27_01_ダ_中距離,class_code+agari_shisu_juni+tenkai_kigo_code,class_code,agari_shisu_juni,tenkai_kigo_code,9,1036,83.21,13.13,74.64,False
COURSE_27_01_ダ_中距離,pace_yoso+omo_tekisei_code+umakigo_code,pace_yoso,omo_tekisei_code,umakigo_code,6,4158,76.42,2.43,74.48,False
COURSE_27_01_ダ_中距離,pace_yoso+pace_shisu_juni+kyakushitsu,pace_yoso,pace_shisu_juni,kyakushitsu,5,544,83.13,9.96,74.4,False
COURSE_27_01_ダ_中距離,pace_yoso+kyakushitsu+agari_shisu_juni,pace_yoso,kyakushitsu,agari_shisu_juni,6,629,84.29,12.42,74.36,False
COURSE_27_01_ダ_中距離,omo_tekisei_code+rotation+umakigo_code,omo_tekisei_code,rotation,umakigo_code,13,2922,78.37,7.77,74.15,False
COURSE_27_01_ダ_中距離,joken_class_code+uma_start_shisu+umakigo_code,joken_class_code,uma_start_shisu,umakigo_code,13,2457,78.91,8.91,74.06,False
COURSE_27_01_ダ_中距離,pace_yoso+uma_start_shisu+hizume_code,pace_yoso,uma_start_shisu,hizume_code,3,526,77.64,3.2,74.02,False
COURSE_27_01_ダ_中距離,uma_start_shisu+hizume_code+umakigo_code,uma_start_shisu,hizume_code,umakigo_code,4,814,75.12,1.13,74.02,False
