factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,19733,73.94,0.6,73.26,False
bataiju_zogen,馬体重増減,numeric,15,16422,75.48,4.79,73.06,False
hizume_code,蹄コード,code,12,16386,77.7,8.23,73.05,False
kyori_kubun,距離区分,code,3,19733,73.76,0.77,72.9,False
joken_class_code,条件クラス,code,5,19733,73.44,0.83,72.71,False
class_code,クラスコード,code,17,16760,75.24,5.89,72.45,False
kyori_tekisei,距離適性,code,4,19550,73.63,1.34,72.32,False
bataiju,馬体重,numeric,53,18469,73.88,6.86,72.03,False
joshodo_code,上昇度,code,3,19396,74.99,2.81,71.81,False
manken_shirushi,万券印,code,8,12424,74.49,3.9,71.79,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,16900,73.57,4.66,70.34,False
omo_tekisei_code,重適性,code,4,17027,72.45,2.26,70.24,False
umakigo_code,馬記号,code,3,19703,73.05,2.84,69.84,False
uma_deokure_bin,馬出遅率ビン,code,5,16924,73.19,4.35,69.38,False
rotation_bin,ローテーションビン,code,8,16941,72.21,4.39,69.17,False
shiba_tekisei_code,芝適性,code,3,16538,72.42,3.15,68.85,False
tenkai_kigo_code,展開記号,code,5,19733,74.4,6.58,68.63,False
pace_shisu_juni,ペース指数順位,numeric,18,19733,71.57,6.63,68.5,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,16,19659,72.46,8.3,68.4,False
ls_shisu_juni,LS指数順位,numeric,9,19685,72.47,6.65,68.13,False
kyakushitsu,脚質,code,5,19729,73.31,6.24,67.85,False
manken_shisu_decile,万券指数10分位,code,10,19207,72.08,6.92,67.8,False
gekiso_juni,激走順位,numeric,17,19660,71.3,7.95,67.52,False
ichi_shisu_juni,位置指数順位,numeric,17,19634,70.26,7.27,66.8,False
ten_shisu_juni,テン指数順位,numeric,18,19733,70.56,8.25,66.75,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,19733,70.82,7.0,66.48,False
kishu_shisu_decile,騎手指数10分位,code,10,19733,71.32,7.92,66.41,False
joho_shisu_decile,情報指数10分位,code,6,19733,73.31,8.89,66.2,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,39,7840,71.57,17.4,66.11,False
agari_shisu_juni,上がり指数順位,numeric,18,19733,70.27,9.16,66.04,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,10,19733,71.3,8.57,65.99,False
idm_decile,IDM指数10分位,code,10,19733,69.15,11.73,61.88,False
sogo_shisu_decile,総合指数10分位,code,10,19733,68.43,12.1,60.93,False
kyusha_shisu_decile,厩舎指数10分位,code,10,19733,67.16,10.7,60.53,False
chokyo_shisu_decile,調教指数10分位,code,10,19732,66.45,11.37,59.41,False
kyuyo_riyu_bunrui_code,休養理由,code,3,3877,69.32,9.28,58.81,False
kishu_minarai_code,騎手見習,code,4,19614,66.63,8.93,57.87,False
ninki_shisu_decile,人気指数10分位,code,10,19733,65.08,12.65,57.24,False
kyusha_hyoka_code,厩舎評価,code,3,19639,63.26,26.14,33.68,False
