segment,factors,factor1,factor2,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り急坂U字_芝,manken_shirushi+kyusha_hyoka_code,manken_shirushi,kyusha_hyoka_code,15,12158,78.23,7.02,74.68,False
COURSE_27_右回り急坂U字_芝,pace_yoso+hizume_code,pace_yoso,hizume_code,25,15880,77.25,7.68,74.24,False
COURSE_27_右回り急坂U字_芝,hizume_code+kishu_minarai_code,hizume_code,kishu_minarai_code,14,15378,78.1,7.6,74.12,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+ichi_shisu_juni,manken_shirushi,ichi_shisu_juni,50,7575,77.19,11.16,74.1,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+ten_shisu_juni,manken_shirushi,ten_shisu_juni,62,8343,77.1,12.19,74.06,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+kishu_minarai_code,bataiju_zogen,kishu_minarai_code,15,15172,76.14,4.25,73.99,False
COURSE_27_右回り急坂U字_芝,bataiju+sogo_shisu_decile,bataiju,sogo_shisu_decile,17,1936,77.78,8.27,73.85,False
COURSE_27_右回り急坂U字_芝,bataiju+shiba_tekisei_code,bataiju,shiba_tekisei_code,45,8894,75.99,7.47,73.81,False
COURSE_27_右回り急坂U字_芝,pace_yoso+kyori_kubun,pace_yoso,kyori_kubun,9,19733,73.97,0.94,73.35,False
COURSE_27_右回り急坂U字_芝,bataiju+kyakushitsu,bataiju,kyakushitsu,59,8157,76.11,10.97,73.32,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+kyusha_hyoka_code,bataiju_zogen,kyusha_hyoka_code,20,15730,76.79,8.1,73.23,False
COURSE_27_右回り急坂U字_芝,hizume_code+kyusha_hyoka_code,hizume_code,kyusha_hyoka_code,15,15703,76.59,6.84,73.14,False
COURSE_27_右回り急坂U字_芝,uma_start_shisu_decile+kyusha_hyoka_code,uma_start_shisu_decile,kyusha_hyoka_code,14,16482,77.47,8.28,73.13,False
COURSE_27_右回り急坂U字_芝,pace_yoso+joken_class_code,pace_yoso,joken_class_code,14,19678,73.83,1.34,73.13,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+rotation_bin,bataiju_zogen,rotation_bin,51,14256,75.42,8.39,73.11,False
COURSE_27_右回り急坂U字_芝,kyori_kubun+class_code,kyori_kubun,class_code,33,15890,75.45,7.29,72.96,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+pace_shisu_juni,manken_shirushi,pace_shisu_juni,64,8677,75.71,11.3,72.94,False
COURSE_27_右回り急坂U字_芝,pace_yoso+manken_shirushi,pace_yoso,manken_shirushi,24,12424,75.16,5.65,72.9,False
COURSE_27_右回り急坂U字_芝,kyori_kubun+joken_class_code,kyori_kubun,joken_class_code,15,19733,73.62,1.5,72.86,False
COURSE_27_右回り急坂U字_芝,pace_yoso+class_code,pace_yoso,class_code,29,15849,75.39,6.98,72.85,False
COURSE_27_右回り急坂U字_芝,class_code+tenkai_kigo_code,class_code,tenkai_kigo_code,37,14874,75.39,7.91,72.84,False
COURSE_27_右回り急坂U字_芝,gekiso_juni+ichi_shisu_juni,gekiso_juni,ichi_shisu_juni,66,10405,75.28,10.24,72.81,False
COURSE_27_右回り急坂U字_芝,kyori_tekisei+manken_shirushi,kyori_tekisei,manken_shirushi,32,12348,75.04,6.65,72.74,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+kyori_kubun,bataiju_zogen,kyori_kubun,34,15720,74.56,5.52,72.7,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+umakigo_code,bataiju_zogen,umakigo_code,15,15324,74.93,4.44,72.68,False
COURSE_27_右回り急坂U字_芝,class_code+kyori_tekisei,class_code,kyori_tekisei,32,15251,75.48,8.1,72.68,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+idm_decile,manken_shirushi,idm_decile,62,11483,75.06,9.83,72.61,False
COURSE_27_右回り急坂U字_芝,hizume_code+joshodo_code,hizume_code,joshodo_code,14,15956,76.39,7.28,72.58,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+joshodo_code,bataiju_zogen,joshodo_code,18,15989,76.18,7.9,72.53,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+manken_shisu_decile,manken_shirushi,manken_shisu_decile,40,10710,75.21,8.8,72.49,False
COURSE_27_右回り急坂U字_芝,pace_yoso+bataiju_zogen,pace_yoso,bataiju_zogen,32,15771,75.46,8.62,72.47,False
COURSE_27_右回り急坂U字_芝,rotation_bin+kyusha_hyoka_code,rotation_bin,kyusha_hyoka_code,14,16646,76.5,7.7,72.47,False
COURSE_27_右回り急坂U字_芝,kyori_kubun+manken_shirushi,kyori_kubun,manken_shirushi,24,12424,74.46,5.04,72.45,False
COURSE_27_右回り急坂U字_芝,ten_shisu_juni+agari_shisu_juni,ten_shisu_juni,agari_shisu_juni,78,10280,75.07,12.03,72.41,False
COURSE_27_右回り急坂U字_芝,bataiju+kishu_minarai_code,bataiju,kishu_minarai_code,52,16923,74.35,7.21,72.39,False
COURSE_27_右回り急坂U字_芝,class_code+kyusha_hyoka_code,class_code,kyusha_hyoka_code,21,15922,75.37,7.04,72.36,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+kishu_minarai_code,manken_shirushi,kishu_minarai_code,8,11639,75.09,3.99,72.33,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+uma_deokure_bin,manken_shirushi,uma_deokure_bin,29,9872,74.88,7.05,72.32,False
COURSE_27_右回り急坂U字_芝,manken_shisu_decile+ichi_shisu_juni,manken_shisu_decile,ichi_shisu_juni,77,14207,74.9,11.75,72.27,False
COURSE_27_右回り急坂U字_芝,hizume_code+manken_shirushi,hizume_code,manken_shirushi,40,8372,74.91,8.79,72.19,False
COURSE_27_右回り急坂U字_芝,class_code+joshodo_code,class_code,joshodo_code,18,16184,74.71,5.52,72.16,False
COURSE_27_右回り急坂U字_芝,joken_class_code+bataiju,joken_class_code,bataiju,60,8670,74.26,8.46,72.12,False
COURSE_27_右回り急坂U字_芝,bataiju+uma_start_shisu_decile,bataiju,uma_start_shisu_decile,30,4170,75.57,9.79,72.06,False
COURSE_27_右回り急坂U字_芝,hizume_code+joken_class_code,hizume_code,joken_class_code,38,15384,74.61,8.15,72.02,False
COURSE_27_右回り急坂U字_芝,joshodo_code+manken_shirushi,joshodo_code,manken_shirushi,16,11870,75.41,6.92,72.02,False
COURSE_27_右回り急坂U字_芝,pace_yoso+joshodo_code,pace_yoso,joshodo_code,7,19297,74.28,3.07,72.01,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+tenkai_kigo_code,manken_shirushi,tenkai_kigo_code,38,12286,75.47,10.89,72.01,False
COURSE_27_右回り急坂U字_芝,bataiju+rotation_bin,bataiju,rotation_bin,19,2120,76.26,9.48,72.0,False
COURSE_27_右回り急坂U字_芝,umakigo_code+uma_deokure_bin,umakigo_code,uma_deokure_bin,9,16589,75.74,5.71,72.0,False
COURSE_27_右回り急坂U字_芝,rotation_bin+tenkai_kigo_code,rotation_bin,tenkai_kigo_code,26,16543,74.42,6.34,71.98,False
COURSE_27_右回り急坂U字_芝,bataiju+umakigo_code,bataiju,umakigo_code,52,17225,74.04,7.73,71.94,False
COURSE_27_右回り急坂U字_芝,hizume_code+uma_start_shisu_decile,hizume_code,uma_start_shisu_decile,47,14459,74.58,9.33,71.91,False
COURSE_27_右回り急坂U字_芝,hizume_code+kyori_kubun,hizume_code,kyori_kubun,26,15907,74.48,6.74,71.9,False
COURSE_27_右回り急坂U字_芝,uma_deokure_bin+agari_shisu_juni,uma_deokure_bin,agari_shisu_juni,48,14511,74.67,9.84,71.89,False
COURSE_27_右回り急坂U字_芝,pace_yoso+rotation_bin,pace_yoso,rotation_bin,20,16730,74.51,6.0,71.88,False
COURSE_27_右回り急坂U字_芝,joken_class_code+class_code,joken_class_code,class_code,19,16203,74.51,5.89,71.86,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+sogo_shisu_decile,manken_shirushi,sogo_shisu_decile,61,11427,74.49,10.54,71.85,False
COURSE_27_右回り急坂U字_芝,class_code+rotation_bin,class_code,rotation_bin,43,13901,74.04,7.3,71.85,False
COURSE_27_右回り急坂U字_芝,joken_class_code+joshodo_code,joken_class_code,joshodo_code,10,19319,75.85,6.47,71.84,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+uma_deokure_bin,bataiju_zogen,uma_deokure_bin,42,14906,74.4,8.5,71.83,False
COURSE_27_右回り急坂U字_芝,hizume_code+uma_deokure_bin,hizume_code,uma_deokure_bin,34,15377,74.74,8.73,71.81,False
COURSE_27_右回り急坂U字_芝,pace_yoso+omo_tekisei_code,pace_yoso,omo_tekisei_code,9,16878,74.06,3.48,71.79,False
COURSE_27_右回り急坂U字_芝,hizume_code+tenkai_kigo_code,hizume_code,tenkai_kigo_code,33,15277,74.96,9.28,71.79,False
COURSE_27_右回り急坂U字_芝,bataiju+omo_tekisei_code,bataiju,omo_tekisei_code,72,12212,74.05,9.81,71.79,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+umakigo_code,manken_shirushi,umakigo_code,8,11698,74.51,3.96,71.77,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+agari_shisu_juni,manken_shirushi,agari_shisu_juni,56,8454,74.88,11.98,71.74,False
COURSE_27_右回り急坂U字_芝,pace_shisu_juni+ten_shisu_juni,pace_shisu_juni,ten_shisu_juni,59,11529,74.74,11.9,71.7,False
COURSE_27_右回り急坂U字_芝,uma_start_shisu_decile+rotation_bin,uma_start_shisu_decile,rotation_bin,46,16137,73.87,7.57,71.68,False
COURSE_27_右回り急坂U字_芝,pace_shisu_juni+idm_decile,pace_shisu_juni,idm_decile,83,15538,73.9,10.34,71.68,False
COURSE_27_右回り急坂U字_芝,pace_shisu_juni+kyusha_hyoka_code,pace_shisu_juni,kyusha_hyoka_code,23,18722,75.41,9.15,71.67,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+kyori_tekisei,bataiju_zogen,kyori_tekisei,40,15305,74.03,7.62,71.67,False
COURSE_27_右回り急坂U字_芝,ls_shisu_juni+kyusha_hyoka_code,ls_shisu_juni,kyusha_hyoka_code,14,19151,75.79,7.86,71.67,False
COURSE_27_右回り急坂U字_芝,bataiju+joshodo_code,bataiju,joshodo_code,50,14938,73.82,7.76,71.67,False
COURSE_27_右回り急坂U字_芝,manken_shisu_decile+kyusha_hyoka_code,manken_shisu_decile,kyusha_hyoka_code,17,18658,76.04,9.22,71.66,False
COURSE_27_右回り急坂U字_芝,uma_start_shisu_decile+ichi_shisu_juni,uma_start_shisu_decile,ichi_shisu_juni,60,12682,74.35,10.75,71.63,False
COURSE_27_右回り急坂U字_芝,bataiju_zogen+tenkai_kigo_code,bataiju_zogen,tenkai_kigo_code,37,14526,74.33,8.4,71.62,False
COURSE_27_右回り急坂U字_芝,tenkai_kigo_code+manken_shisu_decile,tenkai_kigo_code,manken_shisu_decile,43,18853,74.57,9.91,71.61,False
COURSE_27_右回り急坂U字_芝,joken_class_code+uma_start_shisu_decile,joken_class_code,uma_start_shisu_decile,38,16735,74.19,8.12,71.61,False
COURSE_27_右回り急坂U字_芝,gekiso_juni+ten_shisu_juni,gekiso_juni,ten_shisu_juni,72,10224,74.79,13.9,71.58,False
COURSE_27_右回り急坂U字_芝,hizume_code+manken_shisu_decile,hizume_code,manken_shisu_decile,49,13183,73.76,7.9,71.55,False
COURSE_27_右回り急坂U字_芝,manken_shirushi+rotation_bin,manken_shirushi,rotation_bin,41,9714,73.8,7.38,71.54,False
COURSE_27_右回り急坂U字_芝,hizume_code+shiba_tekisei_code,hizume_code,shiba_tekisei_code,25,15421,74.15,6.87,71.46,False
COURSE_27_右回り急坂U字_芝,ichi_shisu_juni+ten_shisu_juni,ichi_shisu_juni,ten_shisu_juni,60,10962,74.58,12.4,71.45,False
COURSE_27_右回り急坂U字_芝,class_code+kishu_minarai_code,class_code,kishu_minarai_code,21,16109,74.69,7.65,71.42,False
COURSE_27_右回り急坂U字_芝,ichi_shisu_juni+idm_decile,ichi_shisu_juni,idm_decile,76,15534,74.25,12.68,71.4,False
COURSE_27_右回り急坂U字_芝,pace_yoso+bataiju,pace_yoso,bataiju,77,14251,73.66,10.1,71.4,False
COURSE_27_右回り急坂U字_芝,uma_start_shisu_decile+agari_shisu_juni,uma_start_shisu_decile,agari_shisu_juni,66,13215,73.66,9.37,71.4,False
COURSE_27_右回り急坂U字_芝,ichi_shisu_juni+agari_shisu_juni,ichi_shisu_juni,agari_shisu_juni,62,9198,74.3,11.66,71.4,False
COURSE_27_右回り急坂U字_芝,joken_class_code+manken_shisu_decile,joken_class_code,manken_shisu_decile,42,18706,73.72,7.72,71.39,False
COURSE_27_右回り急坂U字_芝,kyori_kubun+bataiju,kyori_kubun,bataiju,82,13585,73.41,9.47,71.37,False
