segment,factors,factor1,factor2,factor3,factor4,n_bins,n_bets,mean_roi,std_roi,clb,pass
COURSE_27_右回り急坂U字_芝,class_code+nyukyu_nannichimae+joshodo_code+umakigo_code,class_code,nyukyu_nannichimae,joshodo_code,umakigo_code,10,1087,82.29,7.96,77.35,False
COURSE_27_右回り急坂U字_芝,ichi_shisu+kyori_tekisei+nyukyu_nannichimae+joshodo_code,ichi_shisu,kyori_tekisei,nyukyu_nannichimae,joshodo_code,10,1162,79.76,4.27,77.11,False
COURSE_27_右回り急坂U字_芝,joken_class_code+kyori_tekisei+nyukyu_nannichimae+joshodo_code,joken_class_code,kyori_tekisei,nyukyu_nannichimae,joshodo_code,10,1156,79.28,4.05,76.77,False
COURSE_27_右回り急坂U字_芝,ichi_shisu+joken_class_code+nyukyu_nannichimae+joshodo_code,ichi_shisu,joken_class_code,nyukyu_nannichimae,joshodo_code,10,1156,79.28,4.05,76.77,False
COURSE_27_右回り急坂U字_芝,joken_class_code+class_code+nyukyu_nannichimae+joshodo_code,joken_class_code,class_code,nyukyu_nannichimae,joshodo_code,9,1032,81.52,7.62,76.54,False
COURSE_27_右回り急坂U字_芝,ichi_shisu+nyukyu_nannichimae+joshodo_code+umakigo_code,ichi_shisu,nyukyu_nannichimae,joshodo_code,umakigo_code,8,918,79.7,4.69,76.45,False
COURSE_27_右回り急坂U字_芝,joken_class_code+class_code+nyukyu_nannichimae+umakigo_code,joken_class_code,class_code,nyukyu_nannichimae,umakigo_code,9,1002,81.67,8.46,76.14,False
COURSE_27_右回り急坂U字_芝,kyori_kubun+joken_class_code+nyukyu_nannichimae+umakigo_code,kyori_kubun,joken_class_code,nyukyu_nannichimae,umakigo_code,5,593,82.53,8.29,75.26,False
COURSE_27_右回り急坂U字_芝,joshodo_code+manken_shisu+omo_tekisei_code+shiba_tekisei_code,joshodo_code,manken_shisu,omo_tekisei_code,shiba_tekisei_code,36,4842,77.34,8.79,74.47,False
COURSE_27_右回り急坂U字_芝,joken_class_code+nyukyu_nannichimae+joshodo_code+umakigo_code,joken_class_code,nyukyu_nannichimae,joshodo_code,umakigo_code,26,3368,77.0,7.42,74.15,False
