factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
pace_yoso,ペース予想,code,3,4138,73.59,0.79,72.69,False
manken_shirushi,万券印,code,8,2468,73.76,2.52,72.01,False
class_code,クラスコード,code,8,3689,76.56,7.47,71.38,False
joken_class_code,条件クラス,code,4,4107,72.6,1.91,70.73,False
kyusha_hyoka_code,厩舎評価,code,3,4075,73.46,3.36,69.66,False
tenkai_kigo_code,展開記号,code,5,4138,74.17,5.81,69.08,False
kishu_minarai_code,騎手見習,code,3,1219,78.01,8.25,68.67,False
ls_shisu_juni,LS指数順位,numeric,7,4078,73.72,6.97,68.56,False
gekiso_juni,激走順位,numeric,16,4138,73.17,10.0,68.28,False
rotation,ローテーション,numeric,11,3014,74.75,11.56,67.92,False
uma_start_shisu,馬スタート指数,numeric,12,3163,74.5,12.02,67.7,False
kyori_tekisei,距離適性,code,3,3955,71.79,4.09,67.17,False
agari_shisu_juni,上がり指数順位,numeric,16,4138,71.9,10.9,66.56,False
omo_tekisei_code,重適性,code,3,3821,73.32,6.12,66.4,False
nyukyu_nannichimae,入厩何日前,numeric,8,1294,74.87,12.71,66.06,False
hizume_code,蹄コード,code,9,3545,72.07,10.14,65.44,False
umakigo_code,馬記号,code,3,4122,75.01,9.18,64.62,False
kishu_shisu,騎手指数,numeric,14,3318,72.97,18.08,63.5,False
ichi_shisu_juni,位置指数順位,numeric,16,4138,69.49,12.69,63.27,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,14,3996,69.58,12.85,62.85,False
manken_shisu,万券指数,numeric,17,2046,72.19,19.77,62.79,False
uma_deokure_ritsu,馬出遅率,numeric,8,2381,73.76,16.71,62.18,False
ten_shisu_juni,テン指数順位,numeric,16,4138,69.56,15.63,61.9,False
pace_shisu_juni,ペース指数順位,numeric,16,4138,67.97,13.33,61.44,False
kyusha_shisu,厩舎指数,numeric,5,726,64.79,4.93,60.47,False
kyakushitsu,脚質,code,5,4138,69.13,10.64,59.81,False
kishu_kitai_tansho_ritsu,騎手期待単勝率,numeric,8,1761,74.1,21.87,58.94,False
kishu_kitai_rentai_ritsu,騎手期待連対率,numeric,9,1475,71.68,22.72,56.84,False
chokyo_shisu,調教指数,numeric,4,747,71.03,16.73,54.63,False
idm,IDM指数,numeric,7,751,69.07,27.17,48.95,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,11,1266,66.65,31.34,48.13,False
