bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|1.0,1452,159,,11.0,,79.3,73.5,X
A|10.0,910,59,,6.5,,142.4,99.8,O
A|11.0,821,40,,4.9,,91.9,93.2,O
A|12.0,682,28,,4.1,,62.5,84.7,O
A|13.0,572,23,,4.0,,64.3,73.0,X
A|14.0,449,26,,5.8,,104.6,86.7,O
A|15.0,336,12,,3.6,,55.6,70.7,X
A|16.0,248,9,,3.6,,78.8,62.1,X
A|17.0,64,2,,3.1,,130.6,93.3,O
A|18.0,31,0,,0.0,,0.0,187.7,O
A|2.0,1675,347,,20.7,,68.0,76.2,X
A|3.0,1748,271,,15.5,,81.4,79.0,X
A|4.0,1724,228,,13.2,,83.4,81.4,O
A|5.0,1633,147,,9.0,,84.2,78.4,X
A|6.0,1402,113,,8.1,,91.6,83.0,O
A|7.0,1336,113,,8.5,,129.8,95.6,O
A|8.0,1165,66,,5.7,,65.0,66.9,X
A|9.0,1107,66,,6.0,,79.8,83.9,O
B|1.0,1015,93,,9.2,,81.8,68.1,X
B|10.0,735,33,,4.5,,65.5,73.6,X
B|11.0,580,17,,2.9,,62.1,54.8,X
B|12.0,519,19,,3.7,,77.3,76.6,X
B|13.0,433,20,,4.6,,97.0,71.1,X
B|14.0,379,19,,5.0,,89.6,52.9,X
B|15.0,275,6,,2.2,,78.1,54.4,X
B|16.0,191,7,,3.7,,54.1,56.6,X
B|17.0,35,1,,2.9,,311.3,192.0,O
B|18.0,32,0,,0.0,,0.0,67.9,X
B|2.0,1242,229,,18.4,,69.9,75.7,X
B|3.0,1281,175,,13.7,,97.5,85.6,O
B|4.0,1295,144,,11.1,,71.6,80.7,O
B|5.0,1277,108,,8.5,,86.3,81.6,O
B|6.0,1160,67,,5.8,,72.3,74.3,X
B|7.0,1056,66,,6.2,,86.7,89.5,O
B|8.0,969,50,,5.2,,85.5,74.9,X
B|9.0,852,40,,4.7,,67.2,81.4,O
C|1.0,1145,83,,7.2,,63.3,73.1,X
C|10.0,996,38,,3.8,,61.6,74.8,X
C|11.0,803,24,,3.0,,73.4,85.0,O
C|12.0,736,24,,3.3,,47.3,68.7,X
C|13.0,592,20,,3.4,,66.4,64.8,X
C|14.0,515,12,,2.3,,58.7,53.7,X
C|15.0,360,12,,3.3,,83.1,41.5,X
C|16.0,255,10,,3.9,,113.3,95.6,O
C|17.0,54,1,,1.9,,17.2,86.7,O
C|18.0,38,3,,7.9,,224.3,78.5,X
C|2.0,1565,259,,16.5,,71.1,75.5,X
C|3.0,1666,200,,12.0,,63.0,74.6,X
C|4.0,1648,132,,8.0,,67.9,77.2,X
C|5.0,1619,98,,6.1,,64.3,84.0,O
C|6.0,1610,79,,4.9,,75.0,79.0,X
C|7.0,1408,72,,5.1,,66.2,71.1,X
C|8.0,1375,55,,4.0,,67.1,80.3,O
C|9.0,1157,48,,4.1,,56.5,85.3,O
D|1.0,526,28,,5.3,,77.2,63.4,X
D|10.0,542,18,,3.3,,59.5,72.8,X
D|11.0,430,13,,3.0,,89.5,118.0,O
D|12.0,342,11,,3.2,,83.6,67.5,X
D|13.0,300,5,,1.7,,69.3,49.5,X
D|14.0,275,3,,1.1,,39.2,49.7,X
D|15.0,187,4,,2.1,,84.1,76.1,X
D|16.0,121,3,,2.5,,41.4,30.1,X
D|2.0,653,91,,13.9,,65.7,66.7,X
D|3.0,790,74,,9.4,,73.7,84.3,O
D|4.0,900,63,,7.0,,70.3,69.7,X
D|5.0,952,41,,4.3,,53.4,77.5,X
D|6.0,789,28,,3.5,,96.2,81.5,O
D|7.0,758,19,,2.5,,27.0,62.3,X
D|8.0,759,31,,4.1,,76.3,82.6,O
D|9.0,634,18,,2.8,,64.6,59.3,X
S|1.0,1859,253,,13.6,,72.4,70.1,X
S|10.0,908,51,,5.6,,84.6,85.0,O
S|11.0,783,67,,8.6,,115.3,100.0,O
S|12.0,677,39,,5.8,,91.2,80.0,O
S|13.0,532,27,,5.1,,67.0,77.4,X
S|14.0,422,33,,7.8,,153.2,117.9,O
S|15.0,337,10,,3.0,,42.0,71.1,X
S|16.0,244,17,,7.0,,143.0,84.4,O
S|17.0,76,5,,6.6,,234.6,151.9,O
S|18.0,40,3,,7.5,,51.3,99.8,O
S|2.0,1832,451,,24.6,,72.8,82.4,O
S|3.0,1745,334,,19.1,,86.2,81.9,O
S|4.0,1590,238,,15.0,,87.9,76.9,X
S|5.0,1553,194,,12.5,,91.8,89.9,O
S|6.0,1390,149,,10.7,,79.9,76.4,X
S|7.0,1265,121,,9.6,,94.5,75.7,X
S|8.0,1151,103,,8.9,,85.8,75.8,X
S|9.0,1033,87,,8.4,,86.0,93.3,O
