bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,1459,416,,28.5,,75.7,79.3,X
10,1014,34,,3.4,,84.5,72.2,X
11,856,20,,2.3,,98.7,75.9,X
12,698,16,,2.3,,92.7,90.8,O
13,548,12,,2.2,,76.5,93.5,O
14,426,10,,2.3,,127.4,82.5,O
15,294,6,,2.0,,98.3,69.4,X
16,246,5,,2.0,,136.8,115.0,O
17,157,4,,2.5,,157.9,129.8,O
18,88,1,,1.1,,63.5,105.6,O
2,1461,280,,19.2,,82.1,84.2,O
3,1463,184,,12.6,,79.2,76.2,X
4,1463,131,,9.0,,76.6,73.9,X
5,1457,101,,6.9,,78.3,76.5,X
6,1436,91,,6.3,,73.5,78.8,X
7,1403,52,,3.7,,59.9,75.9,X
8,1314,56,,4.3,,85.4,84.6,O
9,1165,33,,2.8,,70.0,77.1,X
