bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|01,2952,265,,9.0,,68.5,80.7,O
稍重|03,5979,556,,9.3,,85.6,77.8,X
稍重|04,2778,242,,8.7,,88.7,78.9,X
稍重|05,1063,100,,9.4,,74.1,74.3,X
稍重|06,148,12,,8.1,,79.2,102.8,O
稍重|07,805,62,,7.7,,77.9,78.6,X
良|01,12302,1073,,8.7,,89.6,81.1,O
良|02,109,6,,5.5,,36.7,126.0,O
良|03,26040,2315,,8.9,,76.0,78.2,X
良|04,12416,1107,,8.9,,75.4,74.9,X
良|05,4510,404,,9.0,,86.6,77.4,X
良|06,589,34,,5.8,,66.9,72.0,X
良|07,3618,312,,8.6,,74.0,78.8,X
良|11,37,8,,21.6,,99.5,72.0,X
重以上|01,1925,161,,8.4,,82.6,80.9,O
重以上|03,3544,300,,8.5,,70.1,78.4,X
重以上|04,1668,153,,9.2,,80.7,81.1,O
重以上|05,607,58,,9.6,,75.4,75.2,X
重以上|06,74,7,,9.5,,86.2,63.7,X
重以上|07,507,46,,9.1,,86.8,97.8,O
