bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
1,2723,815,,29.9,,81.8,85.0,O
2,2718,468,,17.2,,73.8,82.3,O
3,2729,370,,13.6,,81.5,79.5,X
4,2725,265,,9.7,,77.3,78.0,X
5,2698,200,,7.4,,77.9,72.1,X
6,2632,127,,4.8,,64.9,73.7,X
