bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A1|1,8922,536,,6.0,,81.2,81.9,O
A1|2,2887,148,,5.1,,81.8,81.5,O
A1|3,1360,64,,4.7,,78.6,81.1,O
A1|4,696,19,,2.7,,39.9,71.9,X
A1|5,387,20,,5.2,,88.8,75.1,X
A1|6,217,7,,3.2,,53.4,57.1,X
A1|7,112,3,,2.7,,34.2,31.2,X
A1|8,56,0,,0.0,,0.0,99.3,O
A2|1,1848,104,,5.6,,78.7,82.6,O
A2|2,3388,183,,5.4,,80.0,81.9,O
A2|3,2679,121,,4.5,,78.2,81.6,O
A2|4,2004,96,,4.8,,90.3,77.0,X
A2|5,1436,63,,4.4,,79.1,79.3,X
A2|6,1015,47,,4.6,,97.5,79.3,X
A2|7,697,20,,2.9,,50.0,61.5,X
A2|8,486,17,,3.5,,114.6,93.6,O
A3|1,604,33,,5.5,,76.4,86.7,O
A3|2,1423,69,,4.8,,65.8,73.8,X
A3|3,1802,78,,4.3,,73.2,81.2,O
A3|4,1900,98,,5.2,,75.9,75.6,X
A3|5,1818,72,,4.0,,73.4,84.1,O
A3|6,1514,59,,3.9,,73.3,75.6,X
A3|7,1252,46,,3.7,,79.0,77.0,X
A3|8,1028,29,,2.8,,52.0,81.1,O
A4|1,288,17,,5.9,,85.8,102.4,O
A4|2,771,47,,6.1,,72.0,78.8,X
A4|3,1103,48,,4.4,,75.3,74.7,X
A4|4,1358,57,,4.2,,63.1,82.2,O
A4|5,1431,61,,4.3,,82.0,88.1,O
A4|6,1479,59,,4.0,,97.0,71.9,X
A4|7,1444,56,,3.9,,68.0,67.8,X
A4|8,1302,53,,4.1,,80.5,65.1,X
B1|1,364,8,,2.2,,46.2,66.9,X
B1|2,540,10,,1.9,,59.6,72.5,X
B1|3,654,15,,2.3,,98.8,87.6,O
B1|4,712,13,,1.8,,83.0,81.1,O
B1|5,648,7,,1.1,,64.1,84.0,O
B1|6,708,7,,1.0,,40.6,87.3,O
B1|7,667,10,,1.5,,82.8,70.2,X
B1|8,605,13,,2.1,,101.2,107.5,O
B2|1,32,2,,6.2,,131.5,36.0,X
B2|2,89,2,,2.2,,78.3,102.8,O
B2|3,125,6,,4.8,,146.5,82.9,O
B2|4,177,2,,1.1,,30.0,117.2,O
B2|5,201,6,,3.0,,135.5,92.0,O
B2|6,298,2,,0.7,,19.7,96.7,O
B2|7,327,4,,1.2,,32.0,84.4,O
B2|8,386,4,,1.0,,43.1,71.1,X
