bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
A|01,12538,1389,,11.1,,79.0,80.5,O
A|02,105,11,,10.5,,102.7,80.3,O
A|03,24028,2672,,11.1,,79.2,79.5,X
A|04,9954,1094,,11.0,,84.4,81.2,O
A|05,3339,349,,10.5,,81.4,75.5,X
A|06,420,29,,6.9,,22.6,58.2,X
A|07,3565,373,,10.5,,76.0,79.3,X
A|11,149,24,,16.1,,65.3,86.4,O
B|01,11845,1181,,10.0,,81.8,81.7,O
B|02,101,6,,5.9,,33.6,76.4,X
B|03,19354,1707,,8.8,,79.4,78.4,X
B|04,8420,771,,9.2,,82.9,81.4,O
B|05,3290,289,,8.8,,73.4,80.2,O
B|06,359,34,,9.5,,77.2,90.2,O
B|07,2836,252,,8.9,,69.3,76.6,X
C|01,8434,677,,8.0,,84.5,85.2,O
C|02,59,6,,10.2,,146.4,68.3,X
C|03,13146,978,,7.4,,72.8,77.0,X
C|04,6254,480,,7.7,,82.1,81.8,O
C|05,2200,146,,6.6,,62.9,72.8,X
C|06,326,23,,7.1,,52.6,81.8,O
C|07,1904,160,,8.4,,83.9,72.7,X
D|01,7366,584,,7.9,,89.8,81.6,O
D|02,88,8,,9.1,,127.4,119.4,O
D|03,11362,795,,7.0,,80.4,75.9,X
D|04,5557,348,,6.3,,62.8,71.5,X
D|05,1947,138,,7.1,,58.0,73.0,X
D|06,272,14,,5.1,,71.3,78.1,X
D|07,1678,118,,7.0,,84.8,75.7,X
E|01,2079,130,,6.3,,60.9,75.8,X
E|03,3393,217,,6.4,,67.4,69.6,X
E|04,1447,73,,5.0,,71.4,72.4,X
E|05,486,32,,6.6,,102.4,79.4,X
E|06,64,2,,3.1,,17.9,54.0,X
E|07,517,31,,6.0,,44.0,77.0,X
