bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
376,30,0,,0.0,,0.0,147.9,O
380,40,2,,5.0,,37.8,72.8,X
382,45,0,,0.0,,0.0,37.0,X
384,54,0,,0.0,,0.0,4.9,X
386,64,2,,3.1,,32.9,64.3,X
388,90,3,,3.3,,25.9,100.4,O
390,110,5,,4.5,,20.2,61.4,X
392,184,8,,4.3,,85.2,79.9,X
394,191,6,,3.1,,51.2,59.9,X
396,228,12,,5.3,,127.0,65.8,X
398,284,13,,4.6,,35.9,79.7,X
400,460,26,,5.7,,96.1,72.5,X
402,462,19,,4.1,,39.0,59.3,X
404,552,36,,6.5,,96.4,73.2,X
406,599,37,,6.2,,119.7,81.1,O
408,731,43,,5.9,,71.6,73.3,X
410,831,50,,6.0,,80.9,74.6,X
412,954,62,,6.5,,86.4,75.4,X
414,1094,68,,6.2,,58.2,59.3,X
416,1337,95,,7.1,,86.3,77.9,X
418,1534,105,,6.8,,90.6,82.7,O
420,1847,135,,7.3,,75.0,79.3,X
422,2055,136,,6.6,,67.1,70.6,X
424,2267,163,,7.2,,73.4,66.9,X
426,2527,152,,6.0,,55.9,73.8,X
428,2761,203,,7.4,,75.3,72.1,X
430,3239,240,,7.4,,75.0,82.7,O
432,3276,239,,7.3,,72.7,77.9,X
434,3679,284,,7.7,,67.6,79.1,X
436,4008,303,,7.6,,74.4,79.3,X
438,4271,333,,7.8,,68.9,80.6,O
440,4808,409,,8.5,,77.6,79.6,X
442,5031,362,,7.2,,72.2,75.0,X
443,34,0,,0.0,,0.0,132.8,O
444,5567,420,,7.5,,86.7,81.8,O
445,44,0,,0.0,,0.0,66.6,X
446,5584,447,,8.0,,72.7,75.7,X
447,37,2,,5.4,,66.1,21.6,X
448,5997,538,,9.0,,86.5,79.4,X
449,36,1,,2.8,,49.3,42.2,X
450,6415,516,,8.0,,69.8,78.4,X
451,43,3,,7.0,,77.4,84.3,O
452,6814,575,,8.4,,77.3,78.3,X
453,39,2,,5.1,,37.4,119.9,O
454,7035,596,,8.5,,77.4,80.4,O
