bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重|424,37,6,,16.2,,441.2,145.9,O
稍重|426,39,1,,2.6,,45.6,93.8,O
稍重|428,43,5,,11.6,,146.6,101.8,O
稍重|430,65,2,,3.1,,41.5,111.5,O
稍重|432,60,5,,8.3,,111.9,80.9,O
稍重|434,60,4,,6.7,,36.4,70.1,X
稍重|436,65,4,,6.2,,32.4,112.9,O
稍重|438,80,5,,6.2,,30.6,78.6,X
稍重|440,101,9,,8.9,,56.4,45.0,X
稍重|442,89,3,,3.4,,22.7,48.8,X
稍重|444,98,6,,6.1,,71.8,72.5,X
稍重|446,102,8,,7.8,,49.2,50.6,X
稍重|448,103,14,,13.6,,224.0,105.1,O
稍重|450,118,7,,5.9,,100.3,53.6,X
稍重|452,118,11,,9.3,,62.0,73.2,X
稍重|454,126,12,,9.5,,62.1,96.9,O
稍重|456,141,7,,5.0,,55.5,107.2,O
稍重|458,136,15,,11.0,,184.3,115.6,O
稍重|460,152,10,,6.6,,32.5,53.7,X
稍重|462,163,15,,9.2,,40.4,70.2,X
稍重|464,147,13,,8.8,,64.6,81.9,O
稍重|466,154,17,,11.0,,122.5,97.3,O
稍重|468,147,6,,4.1,,81.0,46.6,X
稍重|470,192,18,,9.4,,198.8,101.5,O
稍重|472,179,16,,8.9,,44.6,92.4,O
稍重|474,139,10,,7.2,,55.8,69.2,X
稍重|476,161,14,,8.7,,62.5,78.0,X
稍重|478,156,18,,11.5,,131.9,71.6,X
稍重|480,166,20,,12.0,,81.6,76.5,X
稍重|482,146,14,,9.6,,49.1,73.6,X
稍重|484,139,18,,12.9,,162.7,109.3,O
稍重|486,158,18,,11.4,,92.9,102.8,O
稍重|488,157,16,,10.2,,64.2,97.7,O
稍重|490,137,11,,8.0,,28.7,72.3,X
稍重|492,118,12,,10.2,,34.8,56.6,X
稍重|494,118,15,,12.7,,95.7,58.2,X
稍重|496,128,11,,8.6,,33.4,70.1,X
稍重|498,102,7,,6.9,,42.3,49.6,X
稍重|500,114,15,,13.2,,120.0,100.9,O
稍重|502,98,12,,12.2,,104.4,90.5,O
稍重|504,94,12,,12.8,,44.3,66.6,X
稍重|506,89,12,,13.5,,44.7,87.3,O
稍重|508,90,9,,10.0,,72.5,77.1,X
稍重|510,78,8,,10.3,,17.0,37.6,X
稍重|512,49,2,,4.1,,19.7,102.4,O
稍重|514,69,9,,13.0,,108.0,85.0,O
稍重|516,50,4,,8.0,,20.7,53.1,X
稍重|518,49,4,,8.2,,96.1,80.3,O
稍重|520,62,3,,4.8,,11.1,89.1,O
稍重|522,44,6,,13.6,,92.9,130.6,O
稍重|524,33,3,,9.1,,49.6,114.4,O
稍重|528,31,5,,16.1,,99.6,151.3,O
