bin,n,win_count,place_count,win_rate,place_rate,win_roi,place_roi,decision_80pct
稍重,2915,239,,8.2,,87.2,74.6,X
良,13918,1188,,8.5,,78.8,77.9,X
重以上,1337,105,,7.9,,78.0,83.8,O
